PPTYP,PPTYPT,PPGROUP,PPGROUPT,PAYPLAN,PAYPLANT,PPGRD
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KI,KI-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR COMPOSITORS,KI-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KI,KI-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR COMPOSITORS,KI-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KJ,KJ-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR MACHINISTS,KJ-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KL,KL-NON-CRAFT - LEADER,KL-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KL,KL-NON-CRAFT - LEADER,KL-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KM,KM-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRESSPERSONS,KM-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KM,KM-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRESSPERSONS,KM-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KO,KO-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR OFFSET PLATEMAKER STRIPPERS,KO-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KO,KO-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR OFFSET PLATEMAKER STRIPPERS,KO-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KP,KP-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR ENGINEERING JOURNEYPERSONS,KP-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KP,KP-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR ENGINEERING JOURNEYPERSONS,KP-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-04
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-09
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-01
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-04
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KY,"KY-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, EQUITY PAY",KY-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WE,WE-CURRENCY MANUFACTURING,WE-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-01
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-09
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-10
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-11
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-12
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-13
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-14
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-15
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-16
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-18
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-21
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-22
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-24
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-25
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-26
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-27
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-28
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-29
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-30
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-34
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-40
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-44
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-45
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AA,AA-ADMINISTRATIVE APPEALS JUDGES,AA-**
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AA,AA-ADMINISTRATIVE APPEALS JUDGES,AA-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AA,AA-ADMINISTRATIVE APPEALS JUDGES,AA-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AA,AA-ADMINISTRATIVE APPEALS JUDGES,AA-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AA,AA-ADMINISTRATIVE APPEALS JUDGES,AA-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AA,AA-ADMINISTRATIVE APPEALS JUDGES,AA-06
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-06
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-07
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-08
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-09
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-10
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-11
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-12
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-13
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-14
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-15
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-16
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-17
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-18
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-21
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-22
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-23
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-24
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-25
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-26
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-27
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-28
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-29
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-30
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-31
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-33
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-35
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-37
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-39
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-40
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-DE
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-PH
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AL,AL-ADMINISTRATIVE LAW JUDGES,AL-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AL,AL-ADMINISTRATIVE LAW JUDGES,AL-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AL,AL-ADMINISTRATIVE LAW JUDGES,AL-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,CA,CA-BOARD OF CONTRACT APPEALS,CA-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,CA,CA-BOARD OF CONTRACT APPEALS,CA-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,CA,CA-BOARD OF CONTRACT APPEALS,CA-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ED,ED-EXPERT (5 U.S.C. 3109),ED-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ED,ED-EXPERT (5 U.S.C. 3109),ED-13
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ED,ED-EXPERT (5 U.S.C. 3109),ED-15
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EE,EE-EXPERT (OTHER),EE-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-14
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EF,EF-CONSULTANT (5 U.S.C. 3109),EF-15
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EG,EG-CONSULTANT (OTHER),EG-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EH,EH-ADVISORY COMMITTEE MEMBER (5 U.S.C. 3109),EH-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EI,EI-ADVISORY COMMITTEE MEMBER (OTHER),EI-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ES,ES-SENIOR EXECUTIVE SERVICE,ES-**
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-**
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,EX,EX-EXECUTIVE PAY,EX-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FC,FC-FOREIGN COMPENSATION,FC-11
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FE,FE-SENIOR FOREIGN SERVICE,FE-OC
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FO,FO-FOREIGN SERVICE OFFICERS,FO-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FO,FO-FOREIGN SERVICE OFFICERS,FO-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FO,FO-FOREIGN SERVICE OFFICERS,FO-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-06
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-07
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-08
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,FP,FP-FOREIGN SERVICE PERSONNEL,FP-09
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,IG,IG-INSPECTORS GENERAL WHOSE RATE OF BASIC PAY IS SET AT LEVEL III OF THE EXECUTIVE SCHEDULE PLUS 3 PERCENT,IG-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SL,SL-SENIOR LEVEL POSITIONS,SL-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SL,SL-SENIOR LEVEL POSITIONS,SL-16
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SL,SL-SENIOR LEVEL POSITIONS,SL-17
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED,SR-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED,SR-DE
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,SR,SR-STATUTORY RATES NOT ELSEWHERE SPECIFIED,SR-PH
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,ST,ST-SCIENTIFIC AND PROFESSIONAL,ST-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-32
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-33
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-34
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-35
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-36
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-37
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-38
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-39
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-40
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-41
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-42
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-43
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-44
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,VH,"VH-PROFESSIONAL, ADMINISTRATIVE, AND MANAGERIAL",VH-45
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AJ,AJ-ADMINISTRATIVE JUDGES,AJ-00
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-DC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-DG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-DH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-DI
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-DJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-DL
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-EC
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-EG
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-EH
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-EI
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-EJ
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,AT,AT-FEDERAL AVIATION ADMINISTRATION AIR TRAFFIC CONTROLLER COMPENSATION PLAN,AT-EL
