"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalesRating","HireSource","Campus"
"737",48,0,"Travel_Rarely",1355,"Research & Development",4,4,"Life Sciences",1024,3,"Male",78,2,3,"Healthcare Representative",3,10999,22245,7,"No",14,2,2,80,0,27,3,3,15,11,4,8,NA,NA,NA
"738",41,0,"Travel_Rarely",549,"Research & Development",7,2,"Medical",1025,4,"Female",42,3,2,"Manufacturing Director",3,5003,23371,6,"No",14,2,2,80,0,8,6,3,2,2,2,1,NA,"Campus","Tech"
"739",39,0,"Travel_Rarely",466,"Research & Development",1,1,"Life Sciences",1026,4,"Female",65,2,4,"Manufacturing Director",4,12742,7060,1,"No",16,3,3,80,1,21,3,3,21,6,11,8,NA,NA,NA
"740",27,0,"Travel_Rarely",1055,"Research & Development",2,4,"Life Sciences",1027,1,"Female",47,3,2,"Manufacturing Director",4,4227,4658,0,"No",18,3,2,80,1,4,2,3,3,2,2,2,NA,"Referral",NA
"741",35,0,"Travel_Rarely",802,"Research & Development",10,3,"Other",1028,2,"Male",45,3,1,"Laboratory Technician",4,3917,9541,1,"No",20,3,1,80,1,3,4,2,3,2,1,2,NA,"Applied Online",NA
"742",42,0,"Travel_Rarely",265,"Sales",5,2,"Marketing",1029,4,"Male",90,3,5,"Manager",3,18303,7770,6,"No",13,3,2,80,0,21,3,4,1,0,0,0,0.41178420886873,"Campus","Northern"
"743",50,0,"Travel_Rarely",804,"Research & Development",9,3,"Life Sciences",1030,1,"Male",64,3,1,"Laboratory Technician",4,2380,20165,4,"No",18,3,2,80,0,8,5,3,1,0,0,0,NA,"Search Firm",NA
"744",59,0,"Travel_Rarely",715,"Research & Development",2,3,"Life Sciences",1032,3,"Female",69,2,4,"Manufacturing Director",4,13726,21829,3,"Yes",13,3,1,80,0,30,4,3,5,3,4,3,NA,"Campus","A&M"
"745",37,1,"Travel_Rarely",1141,"Research & Development",11,2,"Medical",1033,1,"Female",61,1,2,"Healthcare Representative",2,4777,14382,5,"No",15,4,1,80,0,15,2,1,1,0,0,0,NA,"Campus","State"
"746",55,0,"Travel_Frequently",135,"Research & Development",18,4,"Medical",1034,3,"Male",62,3,2,"Healthcare Representative",2,6385,12992,3,"Yes",14,4,4,80,2,17,3,3,8,7,6,7,NA,NA,NA
"747",41,0,"Non-Travel",247,"Research & Development",7,1,"Life Sciences",1035,2,"Female",55,1,5,"Research Director",3,19973,20284,1,"No",22,3,2,80,2,21,3,3,21,16,5,10,NA,NA,NA
"748",38,0,"Travel_Rarely",1035,"Sales",3,4,"Life Sciences",1036,2,"Male",42,3,2,"Sales Executive",4,6861,4981,8,"Yes",12,4,3,80,0,19,1,3,1,0,0,0,0.357512114569392,"Campus","Northern"
"749",26,1,"Non-Travel",265,"Sales",29,2,"Medical",1037,2,"Male",79,1,2,"Sales Executive",1,4969,21813,8,"No",18,3,4,80,0,7,6,3,2,2,2,2,1.59586755915925,"Campus","A&M"
"750",52,1,"Travel_Rarely",266,"Sales",2,1,"Marketing",1038,1,"Female",57,1,5,"Manager",4,19845,25846,1,"No",15,3,4,80,1,33,3,3,32,14,6,9,1.91521523093217,NA,NA
"751",44,0,"Travel_Rarely",1448,"Sales",28,3,"Medical",1039,4,"Female",53,4,4,"Sales Executive",4,13320,11737,3,"Yes",18,2,3,80,1,23,2,3,12,11,11,11,-0.119204359843886,NA,NA
"752",50,0,"Non-Travel",145,"Sales",1,3,"Life Sciences",1040,4,"Female",95,3,2,"Sales Executive",3,6347,24920,0,"No",12,3,1,80,1,19,3,3,18,7,0,13,1.48611856662264,NA,NA
"753",36,1,"Travel_Rarely",885,"Research & Development",16,4,"Life Sciences",1042,3,"Female",43,4,1,"Laboratory Technician",1,2743,8269,1,"No",16,4,3,80,0,18,1,3,17,13,15,14,NA,NA,NA
"754",39,0,"Travel_Frequently",945,"Research & Development",22,3,"Medical",1043,4,"Female",82,3,3,"Manufacturing Director",1,10880,5083,1,"Yes",13,2,3,80,0,21,2,3,21,6,2,8,NA,NA,NA
"755",33,0,"Non-Travel",1038,"Sales",8,1,"Life Sciences",1044,2,"Female",88,2,1,"Sales Representative",4,2342,21437,0,"No",19,3,4,80,0,3,2,2,2,2,2,2,1.1094000421028,"Applied Online",NA
"756",45,0,"Travel_Rarely",1234,"Sales",11,2,"Life Sciences",1045,4,"Female",90,3,4,"Manager",4,17650,5404,3,"No",13,3,2,80,1,26,4,4,9,3,1,1,0.656540855433065,NA,NA
"757",32,0,"Non-Travel",1109,"Research & Development",29,4,"Medical",1046,4,"Female",69,3,1,"Laboratory Technician",3,4025,11135,9,"No",12,3,2,80,0,10,2,3,8,7,7,7,NA,NA,NA
"758",34,0,"Travel_Rarely",216,"Sales",1,4,"Marketing",1047,2,"Male",75,4,2,"Sales Executive",4,9725,12278,0,"No",11,4,4,80,1,16,2,2,15,1,0,9,1.46185597713344,NA,NA
"759",59,0,"Travel_Rarely",1089,"Sales",1,2,"Technical Degree",1048,2,"Male",66,3,3,"Manager",4,11904,11038,3,"Yes",14,3,3,80,1,14,1,1,6,4,0,4,0.508258710031113,"Applied Online",NA
"760",45,0,"Travel_Rarely",788,"Human Resources",24,4,"Medical",1049,2,"Male",36,3,1,"Human Resources",2,2177,8318,1,"No",16,4,1,80,0,6,3,3,6,3,0,4,NA,"Campus","State"
"761",53,0,"Travel_Frequently",124,"Sales",2,3,"Marketing",1050,3,"Female",38,2,3,"Sales Executive",2,7525,23537,2,"No",12,4,1,80,1,30,2,3,15,7,6,12,1.03852890313245,NA,NA
"762",36,1,"Travel_Rarely",660,"Research & Development",15,3,"Other",1052,1,"Male",81,3,2,"Laboratory Technician",3,4834,7858,7,"No",14,3,2,80,1,9,3,2,1,0,0,0,NA,"Campus","Tech"
"763",26,1,"Travel_Frequently",342,"Research & Development",2,3,"Life Sciences",1053,1,"Male",57,3,1,"Research Scientist",1,2042,15346,6,"Yes",14,3,2,80,1,6,2,3,3,2,1,2,NA,"Campus","State"
"764",34,0,"Travel_Rarely",1333,"Sales",10,4,"Life Sciences",1055,3,"Female",87,3,1,"Sales Representative",3,2220,18410,1,"Yes",19,3,4,80,1,1,2,3,1,1,0,0,1.85796349943092,"Applied Online",NA
"765",28,0,"Travel_Rarely",1144,"Sales",10,1,"Medical",1056,4,"Male",74,3,1,"Sales Representative",2,1052,23384,1,"No",22,4,2,80,0,1,5,3,1,0,0,0,0.242411829102211,"Search Firm",NA
"766",38,0,"Travel_Frequently",1186,"Research & Development",3,4,"Other",1060,3,"Male",44,3,1,"Research Scientist",3,2821,2997,3,"No",16,3,1,80,1,8,2,3,2,2,2,2,NA,"Referral",NA
"767",50,0,"Travel_Rarely",1464,"Research & Development",2,4,"Medical",1061,2,"Male",62,3,5,"Research Director",3,19237,12853,2,"Yes",11,3,4,80,1,29,2,2,8,1,7,7,NA,NA,NA
"768",37,0,"Travel_Rarely",124,"Research & Development",3,3,"Other",1062,4,"Female",35,3,2,"Healthcare Representative",2,4107,13848,3,"No",15,3,1,80,0,8,3,2,4,3,0,1,NA,"Campus","A&M"
"769",40,0,"Travel_Rarely",300,"Sales",26,3,"Marketing",1066,3,"Male",74,3,2,"Sales Executive",1,8396,22217,1,"No",14,4,2,80,1,8,3,2,7,7,7,5,0.507937299510226,NA,NA
"770",26,0,"Travel_Frequently",921,"Research & Development",1,1,"Medical",1068,1,"Female",66,2,1,"Research Scientist",3,2007,25265,1,"No",13,3,3,80,2,5,5,3,5,3,1,3,NA,"Applied Online",NA
"771",46,0,"Travel_Rarely",430,"Research & Development",1,4,"Medical",1069,4,"Male",40,3,5,"Research Director",4,19627,21445,9,"No",17,3,4,80,2,23,0,3,2,2,2,2,NA,"Campus","A&M"
"772",54,0,"Travel_Rarely",1082,"Sales",2,4,"Life Sciences",1070,3,"Female",41,2,3,"Sales Executive",3,10686,8392,6,"No",11,3,2,80,1,13,4,3,9,4,7,0,1.1037676711426,NA,NA
"773",56,0,"Travel_Frequently",1240,"Research & Development",9,3,"Medical",1071,1,"Female",63,3,1,"Research Scientist",3,2942,12154,2,"No",19,2,2,80,1,18,4,3,5,4,0,3,NA,"Referral",NA
"774",36,0,"Travel_Rarely",796,"Research & Development",12,5,"Medical",1073,4,"Female",51,2,3,"Manufacturing Director",4,8858,15669,0,"No",11,2,2,80,0,15,2,2,14,8,7,8,NA,NA,NA
"775",55,0,"Non-Travel",444,"Research & Development",2,1,"Medical",1074,3,"Male",40,2,4,"Manager",1,16756,17323,7,"No",15,3,2,80,0,31,3,4,9,7,6,2,NA,NA,NA
"776",43,0,"Travel_Rarely",415,"Sales",25,3,"Medical",1076,3,"Male",79,2,3,"Sales Executive",4,10798,5268,5,"No",13,3,3,80,1,18,5,3,1,0,0,0,0.618811780743767,"Campus","Tech"
"777",20,1,"Travel_Frequently",769,"Sales",9,3,"Marketing",1077,4,"Female",54,3,1,"Sales Representative",4,2323,17205,1,"Yes",14,4,2,80,0,2,3,3,2,2,0,2,1.26257415717661,"Referral",NA
"778",21,1,"Travel_Rarely",1334,"Research & Development",10,3,"Life Sciences",1079,3,"Female",36,2,1,"Laboratory Technician",1,1416,17258,1,"No",13,4,1,80,0,1,6,2,1,0,1,0,NA,"Campus","A&M"
"779",46,0,"Travel_Rarely",1003,"Research & Development",8,4,"Life Sciences",1080,4,"Female",74,2,2,"Research Scientist",1,4615,21029,8,"Yes",23,3,1,80,3,19,2,3,16,13,1,7,NA,NA,NA
"780",51,1,"Travel_Rarely",1323,"Research & Development",4,4,"Life Sciences",1081,1,"Male",34,3,1,"Research Scientist",3,2461,10332,9,"Yes",12,3,3,80,3,18,2,4,10,0,2,7,NA,NA,NA
"781",28,1,"Non-Travel",1366,"Research & Development",24,2,"Technical Degree",1082,2,"Male",72,2,3,"Healthcare Representative",1,8722,12355,1,"No",12,2,1,80,0,10,2,2,10,7,1,9,NA,NA,NA
"782",26,0,"Travel_Rarely",192,"Research & Development",1,2,"Medical",1083,1,"Male",59,2,1,"Laboratory Technician",1,3955,11141,1,"No",16,3,1,80,2,6,2,3,5,3,1,3,NA,"Applied Online",NA
"783",30,0,"Travel_Rarely",1176,"Research & Development",20,3,"Other",1084,3,"Male",85,3,2,"Manufacturing Director",1,9957,9096,0,"No",15,2,3,80,1,7,1,2,6,2,0,2,NA,"Referral",NA
"784",41,0,"Travel_Rarely",509,"Research & Development",7,2,"Technical Degree",1085,2,"Female",43,4,1,"Research Scientist",3,3376,18863,1,"No",13,3,3,80,0,10,3,3,10,6,0,8,NA,NA,NA
"785",38,0,"Travel_Rarely",330,"Research & Development",17,1,"Life Sciences",1088,3,"Female",65,2,3,"Healthcare Representative",3,8823,24608,0,"No",18,2,1,80,1,20,4,2,19,9,1,9,NA,NA,NA
"786",40,0,"Travel_Rarely",1492,"Research & Development",20,4,"Technical Degree",1092,1,"Male",61,3,3,"Healthcare Representative",4,10322,26542,4,"No",20,3,4,80,1,14,6,3,11,10,11,1,NA,NA,NA
"787",27,0,"Non-Travel",1277,"Research & Development",8,5,"Life Sciences",1094,1,"Male",87,1,1,"Laboratory Technician",3,4621,5869,1,"No",19,3,4,80,3,3,4,3,3,2,1,2,NA,"Referral",NA
"788",55,0,"Travel_Frequently",1091,"Research & Development",2,1,"Life Sciences",1096,4,"Male",65,3,3,"Manufacturing Director",2,10976,15813,3,"No",18,3,2,80,1,23,4,3,3,2,1,2,NA,"Applied Online",NA
"789",28,0,"Travel_Rarely",857,"Research & Development",10,3,"Other",1097,3,"Female",59,3,2,"Research Scientist",3,3660,7909,3,"No",13,3,4,80,0,10,4,4,8,7,1,7,NA,NA,NA
"790",44,1,"Travel_Rarely",1376,"Human Resources",1,2,"Medical",1098,2,"Male",91,2,3,"Human Resources",1,10482,2326,9,"No",14,3,4,80,1,24,1,3,20,6,3,6,NA,NA,NA
"791",33,0,"Travel_Rarely",654,"Research & Development",5,3,"Life Sciences",1099,4,"Male",34,2,3,"Healthcare Representative",4,7119,21214,4,"No",15,3,3,80,1,9,2,3,3,2,1,2,NA,"Applied Online",NA
"792",35,1,"Travel_Rarely",1204,"Sales",4,3,"Technical Degree",1100,4,"Male",86,3,3,"Sales Executive",1,9582,10333,0,"Yes",22,3,1,80,0,9,2,3,8,7,4,7,1.62658275007175,NA,NA
"793",33,1,"Travel_Frequently",827,"Research & Development",29,4,"Medical",1101,1,"Female",54,2,2,"Research Scientist",3,4508,3129,1,"No",22,3,2,80,0,14,4,3,13,7,3,8,NA,NA,NA
"794",28,0,"Travel_Rarely",895,"Research & Development",15,2,"Life Sciences",1102,1,"Male",50,3,1,"Laboratory Technician",3,2207,22482,1,"No",16,3,4,80,1,4,5,2,4,2,2,2,NA,"Search Firm",NA
"795",34,0,"Travel_Frequently",618,"Research & Development",3,1,"Life Sciences",1103,1,"Male",45,3,2,"Healthcare Representative",4,7756,22266,0,"No",17,2,3,80,0,7,1,2,6,2,0,4,NA,"Applied Online",NA
"796",37,0,"Travel_Rarely",309,"Sales",10,4,"Life Sciences",1105,4,"Female",88,2,2,"Sales Executive",4,6694,24223,2,"Yes",14,2,3,80,3,8,5,3,1,0,0,0,0.73178932961461,"Search Firm",NA
"797",25,1,"Travel_Rarely",1219,"Research & Development",4,1,"Technical Degree",1106,4,"Male",32,3,1,"Laboratory Technician",4,3691,4605,1,"Yes",15,4,2,80,1,7,3,4,7,7,5,6,NA,NA,NA
"798",26,1,"Travel_Rarely",1330,"Research & Development",21,3,"Medical",1107,1,"Male",37,3,1,"Laboratory Technician",3,2377,19373,1,"No",20,1,3,80,1,1,0,2,1,1,0,0,NA,"Applied Online",NA
"799",33,1,"Travel_Rarely",1017,"Research & Development",25,3,"Medical",1108,1,"Male",55,2,1,"Research Scientist",2,2313,2993,4,"Yes",20,3,2,80,0,5,0,3,2,2,2,2,NA,"Applied Online",NA
"800",42,0,"Travel_Rarely",469,"Research & Development",2,2,"Medical",1109,4,"Male",35,3,4,"Manager",1,17665,14399,0,"No",17,3,4,80,1,23,3,3,22,6,13,7,NA,NA,NA
"801",28,1,"Travel_Frequently",1009,"Research & Development",1,3,"Medical",1111,1,"Male",45,2,1,"Laboratory Technician",2,2596,7160,1,"No",15,2,1,80,2,1,2,3,1,0,0,0,NA,"Applied Online",NA
"802",50,1,"Travel_Frequently",959,"Sales",1,4,"Other",1113,4,"Male",81,3,2,"Sales Executive",3,4728,17251,3,"Yes",14,3,4,80,0,5,4,3,0,0,0,0,0.0747010783515429,"Applied Online",NA
"803",33,0,"Travel_Frequently",970,"Sales",7,3,"Life Sciences",1114,4,"Female",30,3,2,"Sales Executive",2,4302,13401,0,"No",17,3,3,80,1,4,3,3,3,2,0,2,1.68268109909919,"Applied Online",NA
"804",34,0,"Non-Travel",697,"Research & Development",3,4,"Life Sciences",1115,3,"Male",40,2,1,"Research Scientist",4,2979,22478,3,"No",17,2,4,80,3,6,2,3,0,0,0,0,NA,"Search Firm",NA
"805",48,0,"Non-Travel",1262,"Research & Development",1,4,"Medical",1116,1,"Male",35,4,4,"Manager",4,16885,16154,2,"No",22,3,3,80,0,27,3,2,5,4,2,1,NA,"Campus","Northern"
"806",45,0,"Non-Travel",1050,"Sales",9,4,"Life Sciences",1117,2,"Female",65,2,2,"Sales Executive",3,5593,17970,1,"No",13,2,4,80,1,15,2,3,15,10,4,12,0.352317827709994,NA,NA
"807",52,0,"Travel_Rarely",994,"Research & Development",7,4,"Life Sciences",1118,2,"Male",87,3,3,"Healthcare Representative",2,10445,15322,7,"No",19,3,4,80,0,18,4,3,8,6,4,0,NA,NA,NA
"808",38,0,"Travel_Rarely",770,"Sales",10,4,"Marketing",1119,3,"Male",73,2,3,"Sales Executive",3,8740,5569,0,"Yes",14,2,2,80,2,9,2,3,8,7,2,7,1.93096531837739,NA,NA
"809",29,0,"Travel_Rarely",1107,"Research & Development",28,4,"Life Sciences",1120,3,"Female",93,3,1,"Research Scientist",4,2514,26968,4,"No",22,3,1,80,1,11,1,3,7,5,1,7,NA,NA,NA
"810",28,0,"Travel_Rarely",950,"Research & Development",3,3,"Medical",1121,4,"Female",93,3,3,"Manufacturing Director",2,7655,8039,0,"No",17,3,2,80,3,10,3,2,9,7,1,7,NA,NA,NA
"811",46,0,"Travel_Rarely",406,"Sales",3,1,"Marketing",1124,1,"Male",52,3,4,"Manager",3,17465,15596,3,"No",12,3,4,80,1,23,3,3,12,9,4,9,0.745237563923806,NA,NA
"812",38,0,"Travel_Rarely",130,"Sales",2,2,"Marketing",1125,4,"Male",32,3,3,"Sales Executive",2,7351,20619,7,"No",16,2,3,80,0,10,2,3,1,0,0,0,0.936424441755827,"Applied Online",NA
"813",43,0,"Travel_Frequently",1082,"Research & Development",27,3,"Life Sciences",1126,3,"Female",83,3,3,"Manufacturing Director",1,10820,11535,8,"No",11,3,3,80,1,18,1,3,8,7,0,1,NA,NA,NA
"814",39,1,"Travel_Frequently",203,"Research & Development",2,3,"Life Sciences",1127,1,"Male",84,3,4,"Healthcare Representative",4,12169,13547,7,"No",11,3,4,80,3,21,4,3,18,7,11,5,NA,NA,NA
"815",40,0,"Travel_Rarely",1308,"Research & Development",14,3,"Medical",1128,3,"Male",44,2,5,"Research Director",3,19626,17544,1,"No",14,3,1,80,0,21,2,4,20,7,4,9,NA,NA,NA
"816",21,0,"Travel_Rarely",984,"Research & Development",1,1,"Technical Degree",1131,4,"Female",70,2,1,"Research Scientist",2,2070,25326,1,"Yes",11,3,3,80,0,2,6,4,2,2,2,2,NA,"Applied Online",NA
"817",39,0,"Non-Travel",439,"Research & Development",9,3,"Life Sciences",1132,3,"Male",70,3,2,"Laboratory Technician",2,6782,8770,9,"No",15,3,3,80,0,9,2,2,5,4,0,3,NA,"Applied Online",NA
"818",36,0,"Non-Travel",217,"Research & Development",18,4,"Life Sciences",1133,1,"Male",78,3,2,"Manufacturing Director",4,7779,23238,2,"No",20,3,1,80,0,18,0,3,11,9,0,9,NA,NA,NA
"819",31,0,"Travel_Frequently",793,"Sales",20,3,"Life Sciences",1135,3,"Male",67,4,1,"Sales Representative",4,2791,21981,0,"No",12,2,1,80,1,3,4,3,2,2,2,2,1.08131748373162,"Campus","State"
"820",28,0,"Travel_Rarely",1451,"Research & Development",2,1,"Life Sciences",1136,1,"Male",67,2,1,"Research Scientist",2,3201,19911,0,"No",17,3,1,80,0,6,2,1,5,3,0,4,NA,"Referral",NA
"821",35,0,"Travel_Frequently",1182,"Sales",11,2,"Marketing",1137,4,"Male",54,3,2,"Sales Executive",4,4968,18500,1,"No",11,3,4,80,1,5,3,3,5,2,0,2,2.02864495247441,"Applied Online",NA
"822",49,0,"Travel_Rarely",174,"Sales",8,4,"Technical Degree",1138,4,"Male",56,2,4,"Sales Executive",2,13120,11879,6,"No",17,4,2,80,1,22,3,3,9,8,2,3,0.77165568062864,NA,NA
"823",34,0,"Travel_Frequently",1003,"Research & Development",2,2,"Life Sciences",1140,4,"Male",95,3,2,"Manufacturing Director",3,4033,15834,2,"No",11,3,4,80,0,5,3,2,3,2,0,2,NA,"Campus","Northern"
"824",29,0,"Travel_Frequently",490,"Research & Development",10,3,"Life Sciences",1143,4,"Female",61,3,1,"Research Scientist",2,3291,17940,0,"No",14,2,4,80,2,8,2,2,7,5,1,1,NA,NA,NA
"825",42,0,"Travel_Rarely",188,"Research & Development",29,3,"Medical",1148,2,"Male",56,1,2,"Laboratory Technician",4,4272,9558,4,"No",19,3,1,80,0,16,3,3,1,0,0,0,NA,"Campus","Northern"
"826",29,0,"Travel_Rarely",718,"Research & Development",8,1,"Medical",1150,2,"Male",79,2,2,"Manufacturing Director",4,5056,17689,1,"Yes",15,3,3,80,1,10,2,2,10,7,1,2,NA,NA,NA
"827",38,0,"Travel_Rarely",433,"Human Resources",1,3,"Human Resources",1152,3,"Male",37,4,1,"Human Resources",3,2844,6004,1,"No",13,3,4,80,1,7,2,4,7,6,5,0,NA,NA,NA
"828",28,0,"Travel_Frequently",773,"Research & Development",6,3,"Life Sciences",1154,3,"Male",39,2,1,"Research Scientist",3,2703,22088,1,"Yes",14,2,4,80,1,3,2,3,3,1,0,2,NA,"Applied Online",NA
"829",18,1,"Non-Travel",247,"Research & Development",8,1,"Medical",1156,3,"Male",80,3,1,"Laboratory Technician",3,1904,13556,1,"No",12,3,4,80,0,0,0,3,0,0,0,0,NA,"Applied Online",NA
"830",33,1,"Travel_Rarely",603,"Sales",9,4,"Marketing",1157,1,"Female",77,3,2,"Sales Executive",1,8224,18385,0,"Yes",17,3,1,80,0,6,3,3,5,2,0,3,1.20896905531976,"Applied Online",NA
"831",41,0,"Travel_Rarely",167,"Research & Development",12,4,"Life Sciences",1158,2,"Male",46,3,1,"Laboratory Technician",4,4766,9051,3,"Yes",11,2,1,80,1,6,4,3,1,0,0,0,NA,"Applied Online",NA
"832",31,1,"Travel_Frequently",874,"Research & Development",15,3,"Medical",1160,3,"Male",72,3,1,"Laboratory Technician",3,2610,6233,1,"No",12,3,3,80,1,2,5,2,2,2,2,2,NA,"Referral",NA
"833",37,0,"Travel_Rarely",367,"Research & Development",25,2,"Medical",1161,3,"Female",52,2,2,"Healthcare Representative",4,5731,17171,7,"No",13,3,3,80,2,9,2,3,6,2,1,3,NA,"Campus","A&M"
"834",27,0,"Travel_Rarely",199,"Research & Development",6,3,"Life Sciences",1162,4,"Male",55,2,1,"Research Scientist",3,2539,7950,1,"No",13,2,3,80,1,4,0,3,4,2,2,2,NA,"Referral",NA
"835",34,0,"Travel_Rarely",1400,"Sales",9,1,"Life Sciences",1163,2,"Female",70,3,2,"Sales Executive",3,5714,5829,1,"No",20,4,1,80,0,6,3,2,6,5,1,3,1.46846058334887,"Applied Online",NA
"836",35,0,"Travel_Rarely",528,"Human Resources",8,4,"Technical Degree",1164,3,"Male",100,3,1,"Human Resources",3,4323,7108,1,"No",17,3,2,80,0,6,2,1,5,4,1,4,NA,"Campus","State"
"837",29,1,"Travel_Rarely",408,"Sales",23,1,"Life Sciences",1165,4,"Female",45,2,3,"Sales Executive",1,7336,11162,1,"No",13,3,1,80,1,11,3,1,11,8,3,10,1.93836888320933,NA,NA
"838",40,0,"Travel_Frequently",593,"Research & Development",9,4,"Medical",1166,2,"Female",88,3,3,"Research Director",3,13499,13782,9,"No",17,3,3,80,0,20,3,2,18,7,2,13,NA,NA,NA
"839",42,1,"Travel_Frequently",481,"Sales",12,3,"Life Sciences",1167,3,"Male",44,3,4,"Sales Executive",1,13758,2447,0,"Yes",12,2,2,80,0,22,2,2,21,9,13,14,1.33945891659453,NA,NA
"840",42,0,"Travel_Rarely",647,"Sales",4,4,"Marketing",1171,2,"Male",45,3,2,"Sales Executive",1,5155,2253,7,"No",13,3,4,80,0,9,3,4,6,4,1,5,0.533871576807016,"Campus","State"
"841",35,0,"Travel_Rarely",982,"Research & Development",1,4,"Medical",1172,4,"Male",58,2,1,"Laboratory Technician",3,2258,16340,6,"No",12,2,2,80,1,10,2,3,8,0,1,7,NA,NA,NA
"842",24,0,"Travel_Rarely",477,"Research & Development",24,3,"Medical",1173,4,"Male",49,3,1,"Laboratory Technician",2,3597,6409,8,"No",22,3,4,80,0,6,2,3,4,3,1,2,NA,"Applied Online",NA
"843",28,1,"Travel_Rarely",1485,"Research & Development",12,1,"Life Sciences",1175,3,"Female",79,3,1,"Laboratory Technician",4,2515,22955,1,"Yes",11,3,4,80,0,1,4,2,1,1,0,0,NA,"Applied Online",NA
"844",26,0,"Travel_Rarely",1384,"Research & Development",3,4,"Medical",1177,1,"Male",82,4,1,"Laboratory Technician",4,4420,13421,1,"No",22,3,2,80,1,8,2,3,8,7,0,7,NA,NA,NA
"845",30,0,"Travel_Rarely",852,"Sales",10,3,"Marketing",1179,3,"Male",72,2,2,"Sales Executive",3,6578,2706,1,"No",18,3,1,80,1,10,3,3,10,3,1,4,0.752130815761586,NA,NA
"846",40,0,"Travel_Frequently",902,"Research & Development",26,2,"Medical",1180,3,"Female",92,2,2,"Research Scientist",4,4422,21203,3,"Yes",13,3,4,80,1,16,3,1,1,1,0,0,NA,"Campus","State"
"847",35,0,"Travel_Rarely",819,"Research & Development",2,3,"Life Sciences",1182,3,"Male",44,2,3,"Manufacturing Director",2,10274,19588,2,"No",18,2,2,80,1,15,2,4,7,7,6,4,NA,NA,NA
"848",34,0,"Travel_Frequently",669,"Research & Development",1,3,"Medical",1184,4,"Male",97,2,2,"Healthcare Representative",1,5343,25755,0,"No",20,3,3,80,0,14,3,3,13,9,4,9,NA,NA,NA
"849",35,0,"Travel_Frequently",636,"Research & Development",4,4,"Other",1185,4,"Male",47,2,1,"Laboratory Technician",4,2376,26537,1,"No",13,2,2,80,1,2,2,4,2,2,2,2,NA,"Search Firm",NA
"850",43,1,"Travel_Rarely",1372,"Sales",9,3,"Marketing",1188,1,"Female",85,1,2,"Sales Executive",3,5346,9489,8,"No",13,3,2,80,0,7,2,2,4,3,1,3,1.47710284937957,"Applied Online",NA
"851",32,0,"Non-Travel",862,"Sales",2,1,"Life Sciences",1190,3,"Female",76,3,1,"Sales Representative",1,2827,14947,1,"No",12,3,3,80,3,1,3,3,1,0,0,0,0.421961082230155,"Referral",NA
"852",56,0,"Travel_Rarely",718,"Research & Development",4,4,"Technical Degree",1191,4,"Female",92,3,5,"Manager",1,19943,18575,4,"No",13,3,4,80,1,28,2,3,5,2,4,2,NA,"Applied Online",NA
"853",29,0,"Travel_Rarely",1401,"Research & Development",6,1,"Medical",1192,2,"Female",54,3,1,"Laboratory Technician",4,3131,26342,1,"No",13,3,1,80,1,10,5,3,10,8,0,8,NA,NA,NA
"854",19,0,"Travel_Rarely",645,"Research & Development",9,2,"Life Sciences",1193,3,"Male",54,3,1,"Research Scientist",1,2552,7172,1,"No",25,2,3,80,0,1,4,3,1,1,0,0,NA,"Referral",NA
"855",45,0,"Travel_Rarely",1457,"Research & Development",7,3,"Medical",1195,1,"Female",83,3,1,"Research Scientist",3,4477,20100,4,"Yes",19,4,3,80,1,7,2,2,3,2,0,2,NA,"Referral",NA
"856",37,0,"Travel_Rarely",977,"Research & Development",1,3,"Life Sciences",1196,4,"Female",56,2,2,"Manufacturing Director",4,6474,9961,1,"No",13,2,2,80,1,14,2,2,14,8,3,11,NA,NA,NA
"857",20,0,"Travel_Rarely",805,"Research & Development",3,3,"Life Sciences",1198,1,"Male",87,2,1,"Laboratory Technician",3,3033,12828,1,"No",12,2,1,80,0,2,2,2,2,2,1,2,NA,"Applied Online",NA
"858",44,1,"Travel_Rarely",1097,"Research & Development",10,4,"Life Sciences",1200,3,"Male",96,3,1,"Research Scientist",3,2936,10826,1,"Yes",11,4,3,80,0,6,4,3,6,4,0,2,NA,"Campus","Northern"
"859",53,0,"Travel_Rarely",1223,"Research & Development",7,2,"Medical",1201,4,"Female",50,3,5,"Manager",3,18606,18640,3,"No",18,3,2,80,1,26,6,3,7,7,4,7,NA,NA,NA
"860",29,0,"Travel_Rarely",942,"Research & Development",15,1,"Life Sciences",1202,2,"Female",69,1,1,"Research Scientist",4,2168,26933,0,"Yes",18,3,1,80,1,6,2,2,5,4,1,3,NA,"Applied Online",NA
"861",22,1,"Travel_Frequently",1256,"Research & Development",3,4,"Life Sciences",1203,3,"Male",48,2,1,"Research Scientist",4,2853,4223,0,"Yes",11,2,2,80,1,1,5,3,0,0,0,0,NA,"Applied Online",NA
