"role","perf","area","sex","id","age","salary","vol_leave"
"Ind",2,"Sales","Female",9840,27.398684184994,64190.1424347591,1
"Ind",2,"Other","Female",4938,26.1772431811046,67175.0505716292,1
"Ind",2,"Sales","Female",9113,23.4907616602206,60433.5827613764,0
"Ind",3,"Finance","Female",8777,23.7047365339565,62289.7655113385,0
"Ind",3,"Sales","Female",10938,23.0833022436156,53115.2291786842,1
"Ind",2,"Sales","Male",10405,39.0919694001307,59633.7456104427,0
"Ind",2,"Sales","Female",9812,22.7300436949567,62155.1787975594,1
"Ind",3,"Marketing","Male",6062,24.5346428600698,67263.4427076581,0
"Ind",2,"Sales","Female",9849,23.2986369029175,66356.8778485267,1
"Ind",2,"Other","Female",9104,25.7404570938175,58347.6304160926,1
"Ind",2,"Other","Male",4684,24.3951543945623,54534.4757595125,0
"Ind",2,"Sales","Female",10213,24.8785734107114,62502.2593316698,1
"Ind",2,"Sales","Male",3114,24.763774042353,48967.5518200036,1
"Ind",3,"Sales","Female",10131,27.5075882259083,62781.1902400533,0
"Ind",2,"Sales","Female",9125,25.1576918750261,57578.46021147,1
"Ind",2,"Sales","Male",4574,23.6463693312156,63599.7039950375,0
"Ind",2,"Sales","Male",8947,25.5652274896763,51634.5035611428,0
"Ind",2,"Other","Male",3438,25.0311759272732,62301.2753214046,0
"Ind",2,"Sales","Male",7129,24.8870516930717,58215.1728355873,1
"Ind",2,"Sales","Female",9617,27.2548038586296,70558.4302121076,1
"Ind",2,"Other","Male",9086,26.7928034256225,55563.2571042218,0
"Ind",2,"Sales","Female",3664,24.0271803924248,59350.2154204606,0
"Ind",2,"Other","Female",7823,23.2452102793251,57029.5733729264,0
"Ind",2,"Sales","Female",3788,24.4058993052923,66145.5428246489,0
"Ind",2,"Other","Male",1757,24.5592531251443,57164.5511707107,0
"Ind",3,"Other","Male",10543,27.1095979997178,59744.8890739776,0
"Ind",2,"Sales","Male",2399,23.9315522018436,64574.7865118193,1
"Ind",3,"Sales","Female",9362,26.0771467370135,62819.2644288122,0
"Ind",2,"Other","Male",2786,24.7696362001588,60867.4123789023,0
"Ind",2,"Sales","Female",9869,24.0109235786904,57277.8412178064,1
"Ind",2,"Sales","Male",10419,22.6443962808278,60903.90837164,0
"Ind",3,"Sales","Female",3677,22.728463946718,61963.0619723644,1
"Ind",2,"Other","Male",6791,31.3896520149578,63452.8914375203,0
"Ind",2,"Other","Male",10842,23.8607795595015,58447.6072344145,0
"Ind",2,"Other","Male",7320,28.5353004850637,60295.8442487528,0
"Ind",2,"Sales","Male",9695,25.7173038604815,63258.7464825686,1
"Ind",2,"Sales","Male",10650,24.3347484493191,61609.8860711305,0
"Ind",2,"Sales","Male",3059,22.253992023246,56734.0171621059,0
"Ind",2,"Other","Female",6920,24.0298252047506,62298.5039880098,0
"Ind",2,"Sales","Male",2778,28.2439078719427,61647.2455142585,1
"Ind",2,"Sales","Male",10188,26.9517596207286,62751.6893688489,0
"Ind",3,"Other","Male",8723,24.2059359651463,60373.1406642077,0
"Ind",2,"Sales","Female",3656,32.344100929815,59556.9049486397,1
"Ind",3,"Marketing","Male",6574,30.2531700408853,57293.0279778989,0
"Ind",3,"Accounting","Male",4176,27.2026553384721,59364.2101960624,0
"Ind",2,"Other","Male",2738,28.5371828783154,58587.8732864169,0
"Ind",2,"Other","Female",7765,26.9798149056781,56975.4163012028,1
"Ind",3,"Sales","Female",4534,22.5993640953586,58617.0718236975,1
"Ind",3,"Marketing","Female",4442,22.1123193807019,65875.7085231843,0
"Ind",2,"Other","Male",2013,23.7155274667463,67737.6222727031,0
"Ind",2,"Sales","Male",5215,28.7313001169482,59778.1271004738,1
"Ind",3,"Other","Male",10707,25.0783633767425,49478.5427114346,1
"Ind",2,"Other","Female",4745,22.3170843766291,61350.2603347383,1
"Ind",3,"Marketing","Male",8414,27.9574344328133,55919.1975089675,0
"Ind",2,"Other","Female",8004,23.1452150851977,54283.3473920275,1
"Ind",2,"Sales","Female",5521,24.992049319524,66983.916376272,1
"Ind",3,"Sales","Male",10761,24.072291215431,73072.2012144435,0
"Ind",2,"Sales","Male",4616,26.731047084516,61728.7318148728,0
"Ind",3,"Sales","Female",2855,26.278572560729,60927.2312053148,1
"Ind",2,"Sales","Male",4738,25.5258714721565,58564.188292598,1
"Ind",2,"Sales","Female",6498,23.1824169054664,62699.7658026204,1
"Ind",2,"Sales","Female",8806,23.305469336427,60731.1619874806,1
"Ind",2,"Other","Male",2825,25.2992724291251,58010.1690564165,1
"Ind",2,"Other","Female",10225,28.1749942762027,58751.6016089878,0
"Ind",2,"Sales","Male",2074,26.6033050894478,62340.3324363991,0
"Ind",3,"Marketing","Female",2657,24.6584961889246,65050.9941293015,0
"Ind",2,"Other","Male",4099,28.1023833715048,53133.9371406924,0
"Ind",3,"Sales","Female",6627,29.7993288808175,54724.6404396735,1
"Ind",3,"Marketing","Male",5721,26.0242223319919,61861.5549365247,0
"Ind",2,"Other","Female",5976,22.536334287653,70039.9607295333,0
"Ind",2,"Sales","Male",5892,24.294867758332,65619.2364380674,0
"Ind",2,"Other","Female",3671,22.6500995860837,63547.296283756,1
"Ind",2,"Sales","Female",3719,24.8029510446099,57659.504338649,0
"Ind",3,"Accounting","Female",8878,22.9993939851724,57021.3978705614,1
"Ind",2,"Sales","Male",7547,25.5622343567201,58211.5228764209,0
"Ind",2,"Sales","Male",3538,25.5889449859328,57472.5882742219,0
"Ind",2,"Sales","Male",9735,24.9070650236639,57417.2076609241,1
"Ind",2,"Sales","Male",10321,27.835183856929,59603.3485704239,0
"Ind",2,"Sales","Male",5300,24.4342068823738,67904.0373738068,0
"Ind",2,"Other","Female",10241,25.5603978011175,65521.7149008031,0
"Ind",2,"Other","Female",4045,23.1429602756332,59043.4727737977,1
"Ind",2,"Other","Female",4410,23.7623475414037,62344.4743127689,0
"Ind",2,"Sales","Male",2091,22.6464561397237,58468.8286124301,0
"Ind",2,"Sales","Male",6826,23.4498112227416,65129.4565989342,1
"Ind",2,"Sales","Female",3911,26.4520024363693,59024.7181236252,1
"Ind",2,"Sales","Female",2272,29.8495436255726,54744.3555880881,1
"Ind",2,"Other","Male",8853,25.0035616683711,58030.3023390457,0
"Ind",3,"Other","Female",10846,23.6268423029229,56790.0214162041,1
"Ind",2,"Other","Male",4238,23.3707744151784,53352.9454511145,1
"Ind",2,"Sales","Male",4250,27.1181632752918,52912.8143283866,1
"Ind",2,"Sales","Female",4828,30.7658495625804,66483.3926909962,0
"Ind",2,"Other","Female",3740,24.0365656491943,49278.8043258543,1
"Ind",2,"Sales","Male",1536,26.3206424963782,69734.4580612366,1
"Ind",2,"Other","Female",3697,32.1805620134381,59055.3270060336,0
"Ind",3,"Finance","Male",8907,28.3370898243104,49745.4139042589,1
"Ind",3,"Marketing","Female",10555,24.6156980795851,53143.8714237273,1
"Ind",2,"Other","Female",9772,24.3496929646796,63254.6550749082,1
"Ind",2,"Other","Female",8683,25.9823515355869,60383.4312496245,0
"Ind",3,"Finance","Female",8057,26.2004026606268,63961.2994045074,1
"Ind",2,"Sales","Male",1380,24.7248082184445,68819.8886211309,0
"Ind",2,"Sales","Male",6481,22.9131932763033,53276.162813037,1
"Ind",3,"Other","Female",9775,26.8756738519272,60972.9907828933,1
"Ind",3,"Other","Male",2987,24.4857936308452,55708.6620435425,0
"Ind",3,"Other","Female",6981,28.3057871736378,62261.5691921086,0
"Ind",2,"Sales","Female",4478,23.8176472894565,52920.1334641119,0
"Ind",3,"Other","Male",1186,24.3189232096673,65082.0432462368,0
"Ind",3,"Sales","Female",5253,25.4939614981488,68741.8223719361,1
"Ind",3,"Sales","Female",2735,22.6862125580895,53632.974100282,1
"Ind",2,"Other","Female",10998,24.8273415529738,59735.7511097107,1
"Ind",2,"Sales","Female",10676,23.2613515291876,65988.2192911404,1
"Ind",2,"Sales","Female",4120,29.8174367325933,66090.9164390921,1
"Ind",3,"Finance","Female",4876,32.1050082338961,63252.1137186422,0
"Ind",2,"Other","Male",4262,29.2097728613425,55568.7291057519,0
"Ind",2,"Sales","Male",3943,23.6178477489614,59386.2469657325,1
"Ind",2,"Sales","Female",8861,24.8915986568876,60322.4150899633,0
"Ind",2,"Other","Male",2199,26.1642236114611,58369.5553768754,0
"Ind",2,"Sales","Male",10988,23.4380997345469,50437.9250200143,1
"Ind",2,"Sales","Female",3516,25.0821659438585,51404.9011607197,1
"Ind",2,"Sales","Female",1941,22.7584827600478,60358.2627264905,0
"Ind",2,"Sales","Female",6922,25.7723022969845,68566.5890825929,0
"Ind",2,"Sales","Male",5044,29.8845210334884,63880.8901578055,0
"Ind",2,"Other","Female",8094,25.2895855789425,64378.248422243,0
"Ind",2,"Other","Female",5179,26.839122049972,60745.6145223187,1
"Ind",2,"Other","Female",2629,25.3972079678146,59816.2187614263,0
"Ind",2,"Other","Male",5369,25.1480279307909,66711.0157673487,0
"Ind",2,"Sales","Male",6505,26.264967194845,63577.4037631359,0
"Ind",2,"Other","Male",6099,24.9512774335885,58897.5498795422,0
"Ind",2,"Sales","Male",2136,23.0467859247182,58311.2550691367,0
"Ind",2,"Sales","Female",1586,22.6238547605739,63087.1042421638,1
"Ind",2,"Sales","Female",2440,26.3936462006995,65524.7869033577,0
"Ind",3,"Accounting","Female",5282,25.767716774231,66465.3660712201,1
"Ind",2,"Other","Female",7012,28.7872458741857,65992.9889816595,0
"Ind",2,"Sales","Female",8879,25.9904076980962,53579.6265457274,1
"Ind",2,"Other","Female",4546,24.8243799550205,53418.1330865154,0
"Ind",3,"Finance","Female",2726,23.1284768704211,56164.1075413452,1
"Ind",2,"Other","Female",10175,24.7752373719799,61307.3341023949,0
"Ind",2,"Sales","Male",6151,28.0913174233088,57845.3643173208,0
"Ind",2,"Other","Male",6719,24.370496867802,55693.6010578325,1
"Ind",3,"Accounting","Female",2834,26.3788518043095,65926.1463281448,0
"Ind",2,"Sales","Female",1571,28.1787288843326,50434.5319535459,0
"Ind",2,"Other","Female",7507,30.6648767737787,61261.0884704786,0
"Ind",2,"Sales","Female",4515,22.5818138023131,54968.7006889839,1
"Ind",2,"Other","Female",9816,23.5398512020245,57849.3304709235,0
"Ind",2,"Sales","Male",10290,28.0928320541371,63088.9649902963,1
"Ind",3,"Sales","Female",5005,26.9867320036695,67454.7004921438,1
"Ind",2,"Other","Male",5356,24.1833806581419,63284.3661714146,0
"Ind",2,"Sales","Female",8404,23.700144202037,59221.4228245946,1
"Ind",2,"Other","Female",8484,24.7543332122582,51013.0847691159,0
"Ind",3,"Sales","Female",2086,23.9147241727204,66161.7792249018,1
"Ind",3,"Sales","Male",5560,24.0976589355072,50672.9888825196,1
"Ind",2,"Sales","Female",9260,33.1378218876887,47785.1390414565,0
"Ind",2,"Sales","Female",4889,26.6696830457307,59481.6732632766,0
"Ind",2,"Sales","Male",10538,26.6287779790282,52572.0739616922,1
"Ind",2,"Sales","Female",2461,28.2536277563859,54883.2124413609,1
"Ind",3,"Marketing","Female",9306,31.0777307069372,64384.1134094118,0
"Ind",2,"Other","Female",3391,26.0960150190698,62733.2203379886,0
"Ind",3,"Other","Female",3029,23.0642272327846,62282.4717639764,1
"Ind",3,"Marketing","Female",5663,30.6246739422102,64236.6189525547,0
"Ind",2,"Sales","Male",9455,23.2147367028329,65288.3113475678,0
"Ind",3,"Finance","Female",3300,23.4790728136559,54857.8863407583,0
"Ind",3,"Marketing","Female",6759,24.1816379231661,51792.8591619292,0
"Ind",2,"Sales","Female",7449,30.32547118633,58361.9700769897,1
"Ind",2,"Sales","Male",3264,24.9321578338097,55089.0037166185,0
"Ind",2,"Other","Female",8505,23.7995473273251,59170.424335971,0
"Ind",3,"Finance","Female",3093,22.6531689920732,55792.8787367903,0
"Ind",3,"Marketing","Female",3123,23.82389989469,60970.0415324131,1
"Ind",2,"Sales","Female",7577,25.8908741697042,56202.8201736829,0
"Ind",2,"Other","Female",5224,31.5463235001307,53563.1506750259,1
"Ind",3,"Accounting","Male",4737,30.2562487757287,59478.368133848,1
"Ind",2,"Sales","Female",11103,25.9698828038257,62009.9538421616,0
"Ind",2,"Sales","Male",10924,25.7669519711198,67817.5240052674,0
"Ind",2,"Other","Female",10773,26.4749466317314,60634.5182501219,0
"Ind",2,"Other","Female",3773,23.2536200426782,58164.515233054,1
"Ind",3,"Other","Male",3759,24.1332998636794,59495.3452042604,0
"Ind",2,"Sales","Female",6367,23.8994155233411,52879.5499085303,1
"Ind",3,"Sales","Female",3820,28.5582244103935,63379.3983180412,0
"Ind",2,"Sales","Female",6006,30.4408124349745,58355.7559675289,1
"Ind",3,"Marketing","Male",6961,26.0773424055258,56383.8017107872,0
"Ind",3,"Marketing","Male",6235,22.8353949772838,68196.4522497224,0
"Ind",2,"Sales","Female",2611,25.3437069646778,60140.5462096128,1
"Ind",2,"Sales","Male",4859,30.662823353196,66963.418353392,0
"Ind",3,"Finance","Male",9826,28.3014644377565,54983.4388158807,1
"Ind",2,"Other","Female",3706,22.4808408959155,56158.3051895359,1
"Ind",2,"Other","Female",2612,26.421431804825,47801.0199306397,1
"Ind",3,"Other","Female",2691,25.2649828781511,60010.3103796304,0
"Ind",3,"Accounting","Male",3590,26.6016642394113,51068.4323535458,1
"Ind",2,"Other","Female",5244,25.0285509435505,62363.4215743258,0
"Ind",3,"Finance","Female",4223,22.9760801849572,53241.3262142292,0
"Ind",3,"Accounting","Male",9786,28.7896218541246,59903.3628381376,0
"Ind",2,"Sales","Male",8633,23.2887858698169,53091.75092851,1
"Ind",2,"Sales","Male",3897,27.4357202262116,57013.6542556201,1
"Ind",3,"Other","Female",7588,23.7914656919457,68296.7106657939,1
"Ind",2,"Other","Female",10110,25.2267964102502,53189.7675363105,0
"Ind",2,"Sales","Male",8031,28.300541210201,63451.0509453843,1
"Ind",2,"Sales","Female",10760,25.3541966163428,58715.3654834334,1
"Ind",2,"Other","Female",7074,24.7770025387441,56121.8415363423,1
"Ind",2,"Sales","Male",4756,25.1146133844822,56106.650303755,0
"Ind",3,"Sales","Male",10461,28.47535876456,60850.9656640705,1
"Ind",3,"Finance","Female",4722,22.5236796967708,67657.6399796194,1
"Ind",2,"Other","Female",1455,24.047922958043,66169.3534905531,1
"Ind",2,"Other","Female",8539,25.1142082880885,60939.6479786152,0
"Ind",3,"Other","Female",7447,27.821424126901,60467.0253627535,1
"Ind",2,"Sales","Male",4031,29.2076085195787,67169.5713905212,1
"Ind",3,"Sales","Female",4216,27.9902673778622,54879.2667293066,1
"Ind",3,"Accounting","Female",11066,23.4325848413714,66565.7907215558,1
"Ind",2,"Sales","Female",4457,28.446309984223,61582.5395238413,0
"Ind",2,"Sales","Male",5859,27.2035542807149,55294.642965726,1
"Ind",2,"Other","Male",9094,29.5902872405414,56152.9567317981,0
"Ind",2,"Other","Female",4173,24.0942010702507,49234.2169483483,0
"Ind",3,"Sales","Female",9320,28.0177032447125,65160.5557971135,1
"Ind",2,"Sales","Female",5553,24.4394979210731,59375.5081125591,1
"Ind",2,"Other","Female",11101,22.8430983129175,63323.9539834382,0
"Ind",2,"Sales","Female",3128,23.6395224779763,55725.463658321,1
"Ind",2,"Sales","Female",3494,25.5442268024497,69200.1228117169,1
"Ind",3,"Sales","Male",2952,28.3771952484293,65785.6838458719,0
"Ind",3,"Sales","Male",10605,26.9972246621338,55988.2704555608,1
"Ind",3,"Accounting","Male",10492,32.9203118388451,68242.8444011124,0
"Ind",2,"Other","Female",3207,24.1702772311719,65964.3516364542,1
"Ind",2,"Sales","Female",3499,25.6648488379029,55693.989898459,0
"Ind",3,"Other","Female",4304,25.4729674244404,65220.8957540503,0
"Ind",2,"Other","Female",2366,26.150443912096,56818.2405665934,0
"Ind",2,"Sales","Female",3867,29.1037885107906,57753.846873695,0
"Ind",3,"Accounting","Male",10424,31.1012762192213,66761.6759593185,0
"Ind",2,"Sales","Male",8063,27.6968817256469,52414.4381432396,1
"Ind",3,"Marketing","Female",8572,25.8640588671079,63223.0852737054,1
"Ind",2,"Sales","Female",3141,25.3590650385267,57787.6003055079,0
"Ind",2,"Other","Male",7014,27.6887637210965,60488.0750346481,0
"Ind",3,"Sales","Female",9338,29.1726324301783,56525.6995018149,1
"Ind",2,"Sales","Female",9339,26.4145317398697,50209.7202399539,1
"Ind",3,"Sales","Male",4299,23.6398901204101,68514.6798935332,1
"Ind",3,"Sales","Female",8245,23.1972749504226,59149.8958600061,0
"Ind",2,"Sales","Male",2477,23.0735409552288,58763.3940262957,1
"Ind",2,"Other","Female",4560,24.8000828722578,57081.7496434277,0
"Ind",2,"Other","Female",10028,23.9971114588422,66656.0909232815,0
"Ind",3,"Sales","Female",1396,26.1724789177933,58294.6608454068,1
"Ind",2,"Sales","Male",6292,28.014665856392,61423.0136697995,1
"Ind",2,"Sales","Female",3880,25.1516526101133,55218.1839268153,0
"Ind",3,"Marketing","Female",7809,23.5821138219184,59092.2204084992,1
"Ind",2,"Sales","Female",5826,24.2946052982799,59658.5810565479,1
"Ind",3,"Other","Male",4270,29.0757547833191,58900.764923847,1
"Ind",3,"Other","Female",9305,25.3925507466057,59506.2249743628,1
"Ind",2,"Other","Female",6029,26.704569259177,58320.2820181324,1
"Ind",3,"Other","Male",9856,31.8596849091991,63450.0904042058,0
"Ind",3,"Other","Male",7309,25.5446641891057,55020.9536271166,0
"Ind",3,"Finance","Male",8800,26.1944267333611,60962.2707343815,0
"Ind",2,"Other","Female",2511,29.3202372332368,58066.5756380697,1
"Ind",3,"Accounting","Male",4378,23.8065459926992,66235.8715938835,1
"Ind",2,"Sales","Male",10932,29.5374340220473,56599.4382783037,0
"Ind",2,"Sales","Female",6807,29.8492952007638,61461.8819058486,0
"Ind",2,"Other","Male",9504,25.0451184357007,66817.7614514566,0
"Ind",2,"Other","Female",5351,26.8936557686323,55987.3093783833,0
"Ind",2,"Other","Male",10598,32.1262026763426,64616.9137813811,0
"Ind",3,"Other","Male",5861,25.5010656702626,51762.3000183715,0
"Ind",2,"Other","Male",8411,24.8615101234469,60891.9847641256,0
"Ind",3,"Accounting","Male",6573,23.0081594403064,62763.3761422646,0
"Ind",2,"Sales","Female",4627,26.5847158243873,65411.6145095564,1
"Ind",2,"Other","Female",1669,24.3508646903117,69162.7964098082,0
"Ind",2,"Other","Female",5681,25.8164785959344,54794.0912045246,1
"Ind",2,"Sales","Male",5911,26.1008125854732,57196.1605239672,1
"Ind",2,"Other","Male",3561,28.834643982528,60470.5398665215,0
"Ind",2,"Other","Female",2038,27.8069435661854,60927.2387625973,0
"Ind",2,"Sales","Female",9127,24.0019645304252,68852.1124122898,1
"Ind",2,"Sales","Male",8829,25.8080752210261,60765.3472176794,1
"Ind",2,"Sales","Male",5916,25.6086838574585,64785.9749746659,0
"Ind",2,"Other","Male",2958,34.6112631583693,66041.1077021481,0
"Ind",2,"Sales","Female",9373,23.419867360076,62929.6014285954,0
"Ind",3,"Sales","Female",5733,25.5614851748003,60012.5693605752,1
"Ind",2,"Sales","Male",1302,31.9907945299482,64363.2186094275,1
"Ind",3,"Sales","Female",6828,25.1119618986139,57819.9304302869,1
"Ind",2,"Sales","Male",2278,25.399874378728,59650.7983584708,1
"Ind",3,"Accounting","Male",9627,30.4859125770876,58890.6250632173,0
"Ind",3,"Other","Female",1564,23.0707184818548,50749.18999327,1
"Ind",2,"Sales","Female",7680,30.3050824984416,59623.7521687852,1
"Ind",2,"Sales","Male",10056,25.4443145736737,56092.5991127703,1
"Ind",2,"Sales","Male",3375,23.6826859714305,59419.9980321374,0
"Ind",3,"Sales","Female",4411,24.1405293019696,61412.2212381596,0
"Ind",3,"Sales","Male",9208,32.5018546482963,54803.2284066689,1
"Ind",2,"Other","Male",6978,28.3759971994185,49008.9559051522,1
"Ind",3,"Sales","Female",5990,27.3792368290307,56738.8136896607,1
"Ind",2,"Other","Male",1151,24.4035417889095,67566.2521108426,0
"Ind",3,"Other","Female",4244,25.7048254556338,67514.1033394516,0
"Ind",2,"Other","Female",7041,22.5211391970245,60733.256398939,0
"Ind",2,"Sales","Female",1375,25.7689391278,54672.7143605362,0
"Ind",3,"Sales","Male",3023,23.7381781390858,48264.1852285904,0
"Ind",2,"Sales","Female",2106,24.1530967687723,62815.428742907,1
"Ind",2,"Other","Male",8771,27.5858982431333,55634.623964883,0
"Ind",3,"Sales","Female",3929,23.5762909865655,56321.6613409865,1
"Ind",3,"Marketing","Female",3970,29.8616190163013,60486.9433640436,1
"Ind",2,"Sales","Female",7332,25.9123976143632,58192.1704017526,0
"Ind",2,"Sales","Female",2476,24.4620726651766,62557.1302494035,1
"Ind",2,"Sales","Male",7157,24.510007682814,53653.7429253258,0
"Ind",2,"Sales","Male",4606,25.9730502967838,53798.4015342229,1
"Ind",3,"Marketing","Male",4162,23.0498756680922,56296.961877747,0
"Ind",3,"Marketing","Male",10356,24.7794095261926,64727.5959923918,0
"Ind",2,"Sales","Female",3088,26.6448928358047,57215.5780939257,1
"Ind",2,"Sales","Female",3695,25.2719150208553,63509.5261112965,0
"Ind",2,"Sales","Female",8312,24.0613654591148,60280.3009214781,1
"Ind",2,"Sales","Male",2016,25.0275368261837,51614.0514018621,1
"Ind",3,"Other","Female",8273,27.8903309638751,72369.6477708474,0
"Ind",2,"Sales","Female",10503,27.8838183747378,54840.3314618609,0
"Ind",3,"Marketing","Female",9813,23.5177669148794,60582.3491910642,1
"Ind",3,"Sales","Male",2597,25.838810797912,62485.8236260309,0
"Ind",3,"Sales","Female",6825,32.9794298542002,59214.2494869198,1
"Ind",2,"Other","Male",2996,22.839448902486,63634.8141185243,1
"Ind",3,"Marketing","Male",11098,30.4750587860818,71030.9752509073,0
"Ind",2,"Sales","Female",5406,24.5502636273218,55607.439111696,1
"Ind",3,"Sales","Female",4681,28.2561814009289,61546.1971857043,1
"Ind",2,"Other","Male",5994,28.4085109851815,59308.7396528207,1
"Ind",2,"Sales","Male",5597,24.7988423659177,59662.6092143828,1
"Ind",3,"Accounting","Female",7898,22.7790816739848,54491.5050078185,0
"Ind",3,"Sales","Female",10879,24.3087290644871,64639.0749957242,1
"Ind",2,"Sales","Female",5781,22.318845638263,60158.8438259911,0
"Ind",3,"Sales","Female",1769,23.8942006416692,62752.6191540006,1
"Ind",2,"Other","Male",6892,26.7682478592507,65841.8272895756,0
"Ind",2,"Other","Male",8590,27.6654608543895,66950.5216571785,0
"Ind",2,"Sales","Male",7425,22.6860174668602,68812.3550821738,0
"Ind",2,"Other","Female",2340,28.8637957719158,60747.9552371892,1
"Ind",3,"Other","Male",3131,23.74180195982,57978.0870186713,0
"Ind",3,"Other","Female",5376,23.296323147369,68132.9814183718,0
"Ind",2,"Sales","Male",3542,22.6843788979037,54484.9187262453,0
"Ind",3,"Accounting","Female",6616,22.6516122423825,60158.7759218699,1
"Ind",2,"Other","Female",4996,26.4194964498559,70532.3948601538,0
"Ind",3,"Sales","Female",7170,24.2123995633902,60316.2435245244,1
"Ind",2,"Sales","Male",8528,23.1050989108841,62587.3918660833,0
"Ind",2,"Other","Female",4652,22.8010451188676,61675.0715472067,0
"Ind",3,"Finance","Male",5397,26.4833416276179,59706.9014619023,0
"Ind",2,"Other","Male",2045,24.3837457225611,63792.7850176283,0
"Ind",2,"Sales","Female",3971,25.2918229803391,64391.1455119407,1
"Ind",2,"Sales","Female",5062,28.1229275485355,62163.9745453977,1
"Ind",2,"Sales","Male",10832,25.7195606392053,58234.9354790426,0
"Ind",2,"Sales","Male",7880,27.583363625579,53636.1254505701,0
"Ind",2,"Sales","Female",5799,24.114788387766,51761.2077908285,1
"Ind",3,"Accounting","Male",4830,24.911461533874,61978.1297341767,1
"Ind",2,"Sales","Female",6164,24.8283544738434,62518.2067046153,1
"Ind",2,"Sales","Male",4894,25.6171674042911,64844.017119449,0
"Ind",2,"Sales","Female",7255,24.9954924354815,56354.8138582149,1
"Ind",2,"Sales","Female",10904,24.0677792017303,57925.2427450563,0
"Ind",2,"Other","Female",2845,23.3130406654818,59116.7470492704,1
"Ind",2,"Other","Female",4666,22.5897236448711,56084.8979080075,0
"Ind",3,"Other","Female",7220,22.1834535835801,60437.8247334375,0
"Ind",2,"Sales","Male",4172,24.5133399870151,57813.9617130142,1
"Ind",2,"Sales","Female",10545,28.8068787518153,61707.9992082031,0
"Ind",2,"Sales","Male",6117,36.7170535992677,62930.8785731363,0
"Ind",2,"Sales","Male",6111,28.5984787289271,57482.6328628715,1
"Ind",2,"Other","Male",10810,23.0795468489443,63962.1954126681,0
"Ind",2,"Other","Female",6618,22.2790118114851,59098.1473309563,0
"Ind",2,"Other","Female",6255,30.0345055041567,52637.6574632003,0
"Ind",2,"Other","Female",1678,28.911888594542,67485.6639025006,0
"Ind",3,"Other","Male",11058,24.9681353836106,62703.2686852205,0
"Ind",3,"Other","Female",8361,26.1346796434747,64046.3873364954,0
"Ind",2,"Sales","Male",7571,23.0453965372969,64794.4542958959,0
"Ind",2,"Other","Female",2376,24.9797073029908,73797.3139597094,0
"Ind",2,"Other","Male",6281,26.6356975939089,56917.016214895,0
"Ind",3,"Finance","Female",9740,24.4543521931164,60862.6196009991,1
"Ind",3,"Marketing","Male",9325,24.1997319484723,53322.7060599334,0
"Ind",2,"Other","Male",1230,24.0366635363357,57883.2151276164,0
"Ind",2,"Sales","Female",8370,37.1623338723175,68084.4346837639,1
"Ind",2,"Other","Female",2498,26.4616807919147,60396.1042285299,0
"Ind",3,"Accounting","Female",9283,26.4736519073039,57604.7769980206,1
"Ind",3,"Sales","Female",6554,22.7400315748385,59087.191651905,1
"Ind",3,"Accounting","Male",8864,23.5260842605253,57307.7709824408,0
"Ind",3,"Finance","Female",2942,22.9814207340942,65359.3388024213,1
"Ind",2,"Sales","Male",6415,24.6209390321517,68414.6268681003,0
"Ind",2,"Sales","Male",6379,24.4834617552019,49603.9285887983,1
"Ind",2,"Other","Female",9431,22.6855341753283,60656.891806433,0
"Ind",2,"Sales","Female",5102,25.5330894943631,58184.574919394,1
"Ind",2,"Sales","Male",6867,26.2782206809549,65109.0851716916,1
"Ind",2,"Sales","Male",9904,26.9994395524542,61359.0159051052,0
"Ind",2,"Sales","Male",6138,24.1342393323506,58541.4087150928,1
"Ind",3,"Finance","Male",7870,26.6085268697163,65472.7818318386,0
"Ind",2,"Other","Male",10807,25.4289251693768,59405.8157591344,0
"Ind",3,"Marketing","Male",5334,24.7447771724112,57844.1738899928,0
"Ind",2,"Other","Male",7072,23.0269696929118,49222.9268284374,1
"Ind",3,"Sales","Male",4203,23.0758532255242,62126.4656838629,1
"Ind",2,"Sales","Female",8389,23.021947065658,59170.0757089582,1
"Ind",2,"Other","Female",6645,26.9235789738245,53537.614986942,1
"Ind",2,"Sales","Male",2386,24.5798373455067,70800.9642786614,0
"Ind",2,"Sales","Male",10401,23.9577892293947,54325.1501928732,1
"Ind",3,"Other","Female",8353,46.7731224527856,60410.2751411601,0
"Ind",3,"Finance","Female",1340,29.9950760387461,63754.9026645631,1
"Ind",2,"Other","Male",5745,23.0575055448022,60997.4812158108,0
"Ind",2,"Sales","Male",5787,31.2229918132223,59200.4867881208,1
"Ind",2,"Sales","Male",2875,23.6230971016667,60318.964185449,1
"Ind",2,"Sales","Male",2513,22.8273869446432,58831.4840289175,0
"Ind",3,"Sales","Male",6768,29.8218966837591,53324.925578457,0
"Ind",2,"Other","Female",9699,24.5526906487035,60311.3745841736,0
"Ind",2,"Sales","Male",7619,25.2496974901832,58560.5301842975,1
"Ind",2,"Sales","Female",3303,30.8234197063576,55681.7156645523,1
"Ind",2,"Sales","Female",9134,23.6434951597209,68680.798988961,1
"Ind",2,"Other","Male",10006,25.8884491884196,66600.1168083429,0
"Ind",2,"Sales","Male",9443,30.9661804071824,56105.9391894844,1
"Ind",2,"Sales","Male",5798,27.0238134843651,58983.0620553243,1
"Ind",2,"Sales","Male",2400,23.3560061503683,58899.3700747411,1
