"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalesRating","RandNum","HireSource"
"697",45,0,"Non-Travel",805,"Research & Development",4,2,"Life Sciences",972,3,"Male",57,3,2,"Laboratory Technician",2,4447,23163,1,"No",12,2,2,80,0,9,5,2,9,7,0,8,NA,NA,NA
"698",29,0,"Travel_Frequently",1404,"Sales",20,3,"Technical Degree",974,3,"Female",84,3,1,"Sales Representative",4,2157,18203,1,"No",15,3,2,80,1,3,5,3,3,1,0,2,0.957395105190917,0.353825272293761,"Applied Online"
"699",35,0,"Travel_Rarely",1219,"Sales",18,3,"Medical",975,3,"Female",86,3,2,"Sales Executive",3,4601,6179,1,"No",16,3,2,80,0,5,3,3,5,2,1,0,1.89140454270084,0.916529962094501,"Referral"
"700",52,0,"Travel_Rarely",1053,"Research & Development",1,2,"Life Sciences",976,4,"Male",70,3,4,"Manager",4,17099,13829,2,"No",15,3,2,80,1,26,2,2,9,8,7,8,NA,NA,NA
"701",58,1,"Travel_Rarely",289,"Research & Development",2,3,"Technical Degree",977,4,"Male",51,3,1,"Research Scientist",3,2479,26227,4,"No",24,3,1,80,0,7,4,3,1,0,0,0,NA,0.576272202655673,"Campus"
"702",53,0,"Travel_Rarely",1376,"Sales",2,2,"Medical",981,3,"Male",45,3,4,"Manager",3,14852,13938,6,"No",13,2,3,80,1,22,3,4,17,13,15,2,0.66542210313233,NA,NA
"703",30,0,"Travel_Rarely",231,"Sales",8,2,"Other",982,3,"Male",62,3,3,"Sales Executive",3,7264,9977,5,"No",11,3,1,80,1,10,2,4,8,4,7,7,0.622061728317715,NA,NA
"704",38,0,"Non-Travel",152,"Sales",10,3,"Technical Degree",983,3,"Female",85,3,2,"Sales Executive",4,5666,19899,1,"Yes",13,3,2,80,0,6,1,3,5,3,1,3,1.69093580014716,0.565479074371979,"Campus"
"705",35,0,"Travel_Rarely",882,"Sales",3,4,"Life Sciences",984,4,"Male",92,3,3,"Sales Executive",4,7823,6812,6,"No",13,2,2,80,1,12,2,3,10,9,0,8,1.17982053918601,NA,NA
"706",39,0,"Travel_Rarely",903,"Sales",2,5,"Life Sciences",985,1,"Male",41,4,3,"Sales Executive",3,7880,2560,0,"No",18,3,4,80,0,9,3,3,8,7,0,7,-0.153714230705852,NA,NA
"707",40,1,"Non-Travel",1479,"Sales",24,3,"Life Sciences",986,2,"Female",100,4,4,"Sales Executive",2,13194,17071,4,"Yes",16,3,4,80,0,22,2,2,1,0,0,0,1.66337756349867,0.584120335057378,"Campus"
"708",47,0,"Travel_Frequently",1379,"Research & Development",16,4,"Medical",987,3,"Male",64,4,2,"Manufacturing Director",3,5067,6759,1,"Yes",19,2,3,80,0,20,3,4,19,10,2,7,NA,NA,NA
"709",36,0,"Non-Travel",1229,"Sales",8,4,"Technical Degree",990,1,"Male",84,3,2,"Sales Executive",4,5079,25952,4,"No",13,3,4,80,2,12,3,3,7,7,0,7,0.831988366646571,NA,NA
"710",31,1,"Non-Travel",335,"Research & Development",9,2,"Medical",991,3,"Male",46,2,1,"Research Scientist",1,2321,10322,0,"Yes",22,3,1,80,0,4,0,3,3,2,1,2,NA,0.793372947955504,"Campus"
"711",33,0,"Non-Travel",722,"Sales",17,3,"Life Sciences",992,4,"Male",38,3,4,"Manager",3,17444,20489,1,"No",11,2,4,80,0,10,2,3,10,8,6,0,1.52525867688247,NA,NA
"712",29,1,"Travel_Rarely",906,"Research & Development",10,3,"Life Sciences",994,4,"Female",92,2,1,"Research Scientist",1,2404,11479,6,"Yes",20,3,3,80,0,3,5,3,0,0,0,0,NA,0.679332104278728,"Campus"
"713",33,0,"Travel_Rarely",461,"Research & Development",13,1,"Life Sciences",995,2,"Female",53,3,1,"Research Scientist",4,3452,17241,3,"No",18,3,1,80,0,5,4,3,3,2,0,2,NA,0.580193758709356,"Applied Online"
"714",45,0,"Travel_Rarely",974,"Research & Development",1,4,"Medical",996,4,"Female",91,3,1,"Laboratory Technician",4,2270,11005,3,"No",14,2,4,80,2,8,2,3,5,3,0,2,NA,0.982336995890364,"Referral"
"715",50,0,"Travel_Rarely",1126,"Research & Development",1,2,"Medical",997,4,"Male",66,3,4,"Research Director",4,17399,6615,9,"No",22,3,3,80,1,32,1,2,5,4,1,3,NA,0.315606417600065,"Applied Online"
"716",33,0,"Travel_Frequently",827,"Research & Development",1,4,"Other",998,3,"Female",84,4,2,"Healthcare Representative",2,5488,20161,1,"Yes",13,3,1,80,1,6,2,3,6,5,1,2,NA,0.956539927516133,"Referral"
"717",41,0,"Travel_Frequently",840,"Research & Development",9,3,"Medical",999,1,"Male",64,3,5,"Research Director",3,19419,3735,2,"No",17,2,2,80,1,21,2,4,18,16,0,11,NA,NA,NA
"718",27,0,"Travel_Rarely",1134,"Research & Development",16,4,"Technical Degree",1001,3,"Female",37,3,1,"Laboratory Technician",2,2811,12086,9,"No",14,2,2,80,1,4,2,3,2,2,2,2,NA,0.612522287061438,"Campus"
"719",45,0,"Non-Travel",248,"Research & Development",23,2,"Life Sciences",1002,4,"Male",42,3,2,"Laboratory Technician",1,3633,14039,1,"Yes",15,4,3,80,1,9,2,3,9,8,0,8,NA,NA,NA
"720",47,0,"Travel_Rarely",955,"Sales",4,2,"Life Sciences",1003,4,"Female",83,3,2,"Sales Executive",4,4163,8571,1,"Yes",17,3,3,80,0,9,0,3,9,0,0,7,1.70638778800108,NA,NA
"721",30,1,"Travel_Rarely",138,"Research & Development",22,3,"Life Sciences",1004,1,"Female",48,3,1,"Research Scientist",3,2132,11539,4,"Yes",11,2,2,80,0,7,2,3,5,2,0,1,NA,0.416798448655754,"Referral"
"722",50,0,"Travel_Rarely",939,"Research & Development",24,3,"Life Sciences",1005,4,"Male",95,3,4,"Manufacturing Director",3,13973,4161,3,"Yes",18,3,4,80,1,22,2,3,12,11,1,5,NA,NA,NA
"723",38,0,"Travel_Frequently",1391,"Research & Development",10,1,"Medical",1006,3,"Male",66,3,1,"Research Scientist",3,2684,12127,0,"No",17,2,2,80,1,3,0,2,2,1,0,2,NA,0.209811145206913,"Applied Online"
"724",46,0,"Travel_Rarely",566,"Research & Development",7,2,"Medical",1007,4,"Male",75,3,3,"Manufacturing Director",3,10845,24208,6,"No",13,3,2,80,1,13,3,3,8,7,0,7,NA,NA,NA
"725",24,0,"Travel_Rarely",1206,"Research & Development",17,1,"Medical",1009,4,"Female",41,2,2,"Manufacturing Director",3,4377,24117,1,"No",15,2,2,80,2,5,6,3,4,2,3,2,NA,0.841871695127338,"Referral"
"726",35,1,"Travel_Rarely",622,"Research & Development",14,4,"Other",1010,3,"Male",39,2,1,"Laboratory Technician",2,3743,10074,1,"Yes",24,3,4,80,1,5,2,1,4,2,0,2,NA,0.760949021438137,"Campus"
"727",31,0,"Travel_Frequently",853,"Research & Development",1,1,"Life Sciences",1011,3,"Female",96,3,2,"Manufacturing Director",1,4148,11275,1,"No",12,2,3,80,1,4,1,3,4,3,0,3,NA,0.675944918300956,"Applied Online"
"728",18,0,"Non-Travel",287,"Research & Development",5,2,"Life Sciences",1012,2,"Male",73,3,1,"Research Scientist",4,1051,13493,1,"No",15,2,4,80,0,0,2,3,0,0,0,0,NA,0.853828683728352,"Campus"
"729",54,0,"Travel_Rarely",1441,"Research & Development",17,3,"Technical Degree",1013,3,"Female",56,3,3,"Manufacturing Director",3,10739,13943,8,"No",11,3,3,80,1,22,2,3,10,7,0,8,NA,NA,NA
"730",35,0,"Travel_Rarely",583,"Research & Development",25,4,"Medical",1014,3,"Female",57,3,3,"Healthcare Representative",3,10388,6975,1,"Yes",11,3,3,80,1,16,3,2,16,10,10,1,NA,NA,NA
"731",30,0,"Travel_Rarely",153,"Research & Development",8,2,"Life Sciences",1015,2,"Female",73,4,3,"Research Director",1,11416,17802,0,"Yes",12,1,3,80,3,9,4,2,8,7,1,7,NA,NA,NA
"732",20,1,"Travel_Rarely",1097,"Research & Development",11,3,"Medical",1016,4,"Female",98,2,1,"Research Scientist",1,2600,18275,1,"Yes",15,2,1,80,0,1,2,3,1,0,0,0,NA,0.183922601630911,"Applied Online"
"733",30,1,"Travel_Frequently",109,"Research & Development",5,3,"Medical",1017,2,"Female",60,3,1,"Laboratory Technician",2,2422,25725,0,"No",17,3,1,80,0,4,3,3,3,2,1,2,NA,0.376529791625217,"Applied Online"
"734",26,0,"Travel_Rarely",1066,"Research & Development",2,2,"Medical",1018,4,"Male",32,4,2,"Manufacturing Director",4,5472,3334,1,"No",12,3,2,80,0,8,2,3,8,7,1,3,NA,NA,NA
"735",22,0,"Travel_Rarely",217,"Research & Development",8,1,"Life Sciences",1019,2,"Male",94,1,1,"Laboratory Technician",1,2451,6881,1,"No",15,3,1,80,1,4,3,2,4,3,1,1,NA,0.0971603263169527,"Applied Online"
"736",48,0,"Travel_Rarely",277,"Research & Development",6,3,"Life Sciences",1022,1,"Male",97,2,2,"Healthcare Representative",3,4240,13119,2,"No",13,2,4,80,0,19,0,3,2,2,2,2,NA,0.0639369497075677,"Applied Online"
"737",48,0,"Travel_Rarely",1355,"Research & Development",4,4,"Life Sciences",1024,3,"Male",78,2,3,"Healthcare Representative",3,10999,22245,7,"No",14,2,2,80,0,27,3,3,15,11,4,8,NA,NA,NA
"738",41,0,"Travel_Rarely",549,"Research & Development",7,2,"Medical",1025,4,"Female",42,3,2,"Manufacturing Director",3,5003,23371,6,"No",14,2,2,80,0,8,6,3,2,2,2,1,NA,0.603745885193348,"Campus"
"739",39,0,"Travel_Rarely",466,"Research & Development",1,1,"Life Sciences",1026,4,"Female",65,2,4,"Manufacturing Director",4,12742,7060,1,"No",16,3,3,80,1,21,3,3,21,6,11,8,NA,NA,NA
"740",27,0,"Travel_Rarely",1055,"Research & Development",2,4,"Life Sciences",1027,1,"Female",47,3,2,"Manufacturing Director",4,4227,4658,0,"No",18,3,2,80,1,4,2,3,3,2,2,2,NA,0.400721314828843,"Referral"
"741",35,0,"Travel_Rarely",802,"Research & Development",10,3,"Other",1028,2,"Male",45,3,1,"Laboratory Technician",4,3917,9541,1,"No",20,3,1,80,1,3,4,2,3,2,1,2,NA,0.198161399457604,"Applied Online"
"742",42,0,"Travel_Rarely",265,"Sales",5,2,"Marketing",1029,4,"Male",90,3,5,"Manager",3,18303,7770,6,"No",13,3,2,80,0,21,3,4,1,0,0,0,0.41178420886873,0.607551929075271,"Campus"
"743",50,0,"Travel_Rarely",804,"Research & Development",9,3,"Life Sciences",1030,1,"Male",64,3,1,"Laboratory Technician",4,2380,20165,4,"No",18,3,2,80,0,8,5,3,1,0,0,0,NA,0.903024864150211,"Referral"
"744",59,0,"Travel_Rarely",715,"Research & Development",2,3,"Life Sciences",1032,3,"Female",69,2,4,"Manufacturing Director",4,13726,21829,3,"Yes",13,3,1,80,0,30,4,3,5,3,4,3,NA,0.518734676297754,"Campus"
"745",37,1,"Travel_Rarely",1141,"Research & Development",11,2,"Medical",1033,1,"Female",61,1,2,"Healthcare Representative",2,4777,14382,5,"No",15,4,1,80,0,15,2,1,1,0,0,0,NA,0.8248654557392,"Campus"
"746",55,0,"Travel_Frequently",135,"Research & Development",18,4,"Medical",1034,3,"Male",62,3,2,"Healthcare Representative",2,6385,12992,3,"Yes",14,4,4,80,2,17,3,3,8,7,6,7,NA,NA,NA
"747",41,0,"Non-Travel",247,"Research & Development",7,1,"Life Sciences",1035,2,"Female",55,1,5,"Research Director",3,19973,20284,1,"No",22,3,2,80,2,21,3,3,21,16,5,10,NA,NA,NA
"748",38,0,"Travel_Rarely",1035,"Sales",3,4,"Life Sciences",1036,2,"Male",42,3,2,"Sales Executive",4,6861,4981,8,"Yes",12,4,3,80,0,19,1,3,1,0,0,0,0.357512114569392,0.772177567705512,"Campus"
"749",26,1,"Non-Travel",265,"Sales",29,2,"Medical",1037,2,"Male",79,1,2,"Sales Executive",1,4969,21813,8,"No",18,3,4,80,0,7,6,3,2,2,2,2,1.59586755915925,0.756662883795798,"Search Firm"
"750",52,1,"Travel_Rarely",266,"Sales",2,1,"Marketing",1038,1,"Female",57,1,5,"Manager",4,19845,25846,1,"No",15,3,4,80,1,33,3,3,32,14,6,9,1.91521523093217,NA,NA
"751",44,0,"Travel_Rarely",1448,"Sales",28,3,"Medical",1039,4,"Female",53,4,4,"Sales Executive",4,13320,11737,3,"Yes",18,2,3,80,1,23,2,3,12,11,11,11,-0.119204359843886,NA,NA
"752",50,0,"Non-Travel",145,"Sales",1,3,"Life Sciences",1040,4,"Female",95,3,2,"Sales Executive",3,6347,24920,0,"No",12,3,1,80,1,19,3,3,18,7,0,13,1.48611856662264,NA,NA
"753",36,1,"Travel_Rarely",885,"Research & Development",16,4,"Life Sciences",1042,3,"Female",43,4,1,"Laboratory Technician",1,2743,8269,1,"No",16,4,3,80,0,18,1,3,17,13,15,14,NA,NA,NA
"754",39,0,"Travel_Frequently",945,"Research & Development",22,3,"Medical",1043,4,"Female",82,3,3,"Manufacturing Director",1,10880,5083,1,"Yes",13,2,3,80,0,21,2,3,21,6,2,8,NA,NA,NA
"755",33,0,"Non-Travel",1038,"Sales",8,1,"Life Sciences",1044,2,"Female",88,2,1,"Sales Representative",4,2342,21437,0,"No",19,3,4,80,0,3,2,2,2,2,2,2,1.1094000421028,0.303656424861401,"Applied Online"
"756",45,0,"Travel_Rarely",1234,"Sales",11,2,"Life Sciences",1045,4,"Female",90,3,4,"Manager",4,17650,5404,3,"No",13,3,2,80,1,26,4,4,9,3,1,1,0.656540855433065,NA,NA
"757",32,0,"Non-Travel",1109,"Research & Development",29,4,"Medical",1046,4,"Female",69,3,1,"Laboratory Technician",3,4025,11135,9,"No",12,3,2,80,0,10,2,3,8,7,7,7,NA,NA,NA
"758",34,0,"Travel_Rarely",216,"Sales",1,4,"Marketing",1047,2,"Male",75,4,2,"Sales Executive",4,9725,12278,0,"No",11,4,4,80,1,16,2,2,15,1,0,9,1.46185597713344,NA,NA
"759",59,0,"Travel_Rarely",1089,"Sales",1,2,"Technical Degree",1048,2,"Male",66,3,3,"Manager",4,11904,11038,3,"Yes",14,3,3,80,1,14,1,1,6,4,0,4,0.508258710031113,0.264510022010654,"Applied Online"
"760",45,0,"Travel_Rarely",788,"Human Resources",24,4,"Medical",1049,2,"Male",36,3,1,"Human Resources",2,2177,8318,1,"No",16,4,1,80,0,6,3,3,6,3,0,4,NA,0.692252574954182,"Campus"
"761",53,0,"Travel_Frequently",124,"Sales",2,3,"Marketing",1050,3,"Female",38,2,3,"Sales Executive",2,7525,23537,2,"No",12,4,1,80,1,30,2,3,15,7,6,12,1.03852890313245,NA,NA
"762",36,1,"Travel_Rarely",660,"Research & Development",15,3,"Other",1052,1,"Male",81,3,2,"Laboratory Technician",3,4834,7858,7,"No",14,3,2,80,1,9,3,2,1,0,0,0,NA,0.79383603297174,"Campus"
"763",26,1,"Travel_Frequently",342,"Research & Development",2,3,"Life Sciences",1053,1,"Male",57,3,1,"Research Scientist",1,2042,15346,6,"Yes",14,3,2,80,1,6,2,3,3,2,1,2,NA,0.624150661285967,"Campus"
"764",34,0,"Travel_Rarely",1333,"Sales",10,4,"Life Sciences",1055,3,"Female",87,3,1,"Sales Representative",3,2220,18410,1,"Yes",19,3,4,80,1,1,2,3,1,1,0,0,1.85796349943092,0.325850235065445,"Applied Online"
"765",28,0,"Travel_Rarely",1144,"Sales",10,1,"Medical",1056,4,"Male",74,3,1,"Sales Representative",2,1052,23384,1,"No",22,4,2,80,0,1,5,3,1,0,0,0,0.642411829102211,0.842911759391427,"Referral"
"766",38,0,"Travel_Frequently",1186,"Research & Development",3,4,"Other",1060,3,"Male",44,3,1,"Research Scientist",3,2821,2997,3,"No",16,3,1,80,1,8,2,3,2,2,2,2,NA,0.470762796001509,"Referral"
"767",50,0,"Travel_Rarely",1464,"Research & Development",2,4,"Medical",1061,2,"Male",62,3,5,"Research Director",3,19237,12853,2,"Yes",11,3,4,80,1,29,2,2,8,1,7,7,NA,NA,NA
"768",37,0,"Travel_Rarely",124,"Research & Development",3,3,"Other",1062,4,"Female",35,3,2,"Healthcare Representative",2,4107,13848,3,"No",15,3,1,80,0,8,3,2,4,3,0,1,NA,0.665703641716391,"Campus"
"769",40,0,"Travel_Rarely",300,"Sales",26,3,"Marketing",1066,3,"Male",74,3,2,"Sales Executive",1,8396,22217,1,"No",14,4,2,80,1,8,3,2,7,7,7,5,0.507937299510226,NA,NA
"770",26,0,"Travel_Frequently",921,"Research & Development",1,1,"Medical",1068,1,"Female",66,2,1,"Research Scientist",3,2007,25265,1,"No",13,3,3,80,2,5,5,3,5,3,1,3,NA,0.290957016637549,"Applied Online"
"771",46,0,"Travel_Rarely",430,"Research & Development",1,4,"Medical",1069,4,"Male",40,3,5,"Research Director",4,19627,21445,9,"No",17,3,4,80,2,23,0,3,2,2,2,2,NA,0.588285707868636,"Campus"
"772",54,0,"Travel_Rarely",1082,"Sales",2,4,"Life Sciences",1070,3,"Female",41,2,3,"Sales Executive",3,10686,8392,6,"No",11,3,2,80,1,13,4,3,9,4,7,0,1.1037676711426,NA,NA
"773",56,0,"Travel_Frequently",1240,"Research & Development",9,3,"Medical",1071,1,"Female",63,3,1,"Research Scientist",3,2942,12154,2,"No",19,2,2,80,1,18,4,3,5,4,0,3,NA,0.408146973932162,"Referral"
"774",36,0,"Travel_Rarely",796,"Research & Development",12,5,"Medical",1073,4,"Female",51,2,3,"Manufacturing Director",4,8858,15669,0,"No",11,2,2,80,0,15,2,2,14,8,7,8,NA,NA,NA
"775",55,0,"Non-Travel",444,"Research & Development",2,1,"Medical",1074,3,"Male",40,2,4,"Manager",1,16756,17323,7,"No",15,3,2,80,0,31,3,4,9,7,6,2,NA,NA,NA
"776",43,0,"Travel_Rarely",415,"Sales",25,3,"Medical",1076,3,"Male",79,2,3,"Sales Executive",4,10798,5268,5,"No",13,3,3,80,1,18,5,3,1,0,0,0,0.618811780743767,0.6475202832371,"Campus"
"777",20,1,"Travel_Frequently",769,"Sales",9,3,"Marketing",1077,4,"Female",54,3,1,"Sales Representative",4,2323,17205,1,"Yes",14,4,2,80,0,2,3,3,2,2,0,2,1.66257415717661,0.972872271668166,"Referral"
"778",21,1,"Travel_Rarely",1334,"Research & Development",10,3,"Life Sciences",1079,3,"Female",36,2,1,"Laboratory Technician",1,1416,17258,1,"No",13,4,1,80,0,1,6,2,1,0,1,0,NA,0.556795455515385,"Campus"
"779",46,0,"Travel_Rarely",1003,"Research & Development",8,4,"Life Sciences",1080,4,"Female",74,2,2,"Research Scientist",1,4615,21029,8,"Yes",23,3,1,80,3,19,2,3,16,13,1,7,NA,NA,NA
"780",51,1,"Travel_Rarely",1323,"Research & Development",4,4,"Life Sciences",1081,1,"Male",34,3,1,"Research Scientist",3,2461,10332,9,"Yes",12,3,3,80,3,18,2,4,10,0,2,7,NA,NA,NA
"781",28,1,"Non-Travel",1366,"Research & Development",24,2,"Technical Degree",1082,2,"Male",72,2,3,"Healthcare Representative",1,8722,12355,1,"No",12,2,1,80,0,10,2,2,10,7,1,9,NA,NA,NA
"782",26,0,"Travel_Rarely",192,"Research & Development",1,2,"Medical",1083,1,"Male",59,2,1,"Laboratory Technician",1,3955,11141,1,"No",16,3,1,80,2,6,2,3,5,3,1,3,NA,0.134905924322084,"Applied Online"
"783",30,0,"Travel_Rarely",1176,"Research & Development",20,3,"Other",1084,3,"Male",85,3,2,"Manufacturing Director",1,9957,9096,0,"No",15,2,3,80,1,7,1,2,6,2,0,2,NA,0.900761961936951,"Referral"
"784",41,0,"Travel_Rarely",509,"Research & Development",7,2,"Technical Degree",1085,2,"Female",43,4,1,"Research Scientist",3,3376,18863,1,"No",13,3,3,80,0,10,3,3,10,6,0,8,NA,NA,NA
"785",38,0,"Travel_Rarely",330,"Research & Development",17,1,"Life Sciences",1088,3,"Female",65,2,3,"Healthcare Representative",3,8823,24608,0,"No",18,2,1,80,1,20,4,2,19,9,1,9,NA,NA,NA
"786",40,0,"Travel_Rarely",1492,"Research & Development",20,4,"Technical Degree",1092,1,"Male",61,3,3,"Healthcare Representative",4,10322,26542,4,"No",20,3,4,80,1,14,6,3,11,10,11,1,NA,NA,NA
"787",27,0,"Non-Travel",1277,"Research & Development",8,5,"Life Sciences",1094,1,"Male",87,1,1,"Laboratory Technician",3,4621,5869,1,"No",19,3,4,80,3,3,4,3,3,2,1,2,NA,0.401639754883945,"Referral"
"788",55,0,"Travel_Frequently",1091,"Research & Development",2,1,"Life Sciences",1096,4,"Male",65,3,3,"Manufacturing Director",2,10976,15813,3,"No",18,3,2,80,1,23,4,3,3,2,1,2,NA,0.72911660396494,"Applied Online"
"789",28,0,"Travel_Rarely",857,"Research & Development",10,3,"Other",1097,3,"Female",59,3,2,"Research Scientist",3,3660,7909,3,"No",13,3,4,80,0,10,4,4,8,7,1,7,NA,NA,NA
"790",44,1,"Travel_Rarely",1376,"Human Resources",1,2,"Medical",1098,2,"Male",91,2,3,"Human Resources",1,10482,2326,9,"No",14,3,4,80,1,24,1,3,20,6,3,6,NA,NA,NA
"791",33,0,"Travel_Rarely",654,"Research & Development",5,3,"Life Sciences",1099,4,"Male",34,2,3,"Healthcare Representative",4,7119,21214,4,"No",15,3,3,80,1,9,2,3,3,2,1,2,NA,0.0561286637093872,"Applied Online"
"792",35,1,"Travel_Rarely",1204,"Sales",4,3,"Technical Degree",1100,4,"Male",86,3,3,"Sales Executive",1,9582,10333,0,"Yes",22,3,1,80,0,9,2,3,8,7,4,7,1.62658275007175,NA,NA
"793",33,1,"Travel_Frequently",827,"Research & Development",29,4,"Medical",1101,1,"Female",54,2,2,"Research Scientist",3,4508,3129,1,"No",22,3,2,80,0,14,4,3,13,7,3,8,NA,NA,NA
"794",28,0,"Travel_Rarely",895,"Research & Development",15,2,"Life Sciences",1102,1,"Male",50,3,1,"Laboratory Technician",3,2207,22482,1,"No",16,3,4,80,1,4,5,2,4,2,2,2,NA,0.818379383068532,"Search Firm"
"795",34,0,"Travel_Frequently",618,"Research & Development",3,1,"Life Sciences",1103,1,"Male",45,3,2,"Healthcare Representative",4,7756,22266,0,"No",17,2,3,80,0,7,1,2,6,2,0,4,NA,0.282448579324409,"Applied Online"
"796",37,0,"Travel_Rarely",309,"Sales",10,4,"Life Sciences",1105,4,"Female",88,2,2,"Sales Executive",4,6694,24223,2,"Yes",14,2,3,80,3,8,5,3,1,0,0,0,1.13178932961461,0.994232720928267,"Referral"
"797",25,1,"Travel_Rarely",1219,"Research & Development",4,1,"Technical Degree",1106,4,"Male",32,3,1,"Laboratory Technician",4,3691,4605,1,"Yes",15,4,2,80,1,7,3,4,7,7,5,6,NA,NA,NA
"798",26,1,"Travel_Rarely",1330,"Research & Development",21,3,"Medical",1107,1,"Male",37,3,1,"Laboratory Technician",3,2377,19373,1,"No",20,1,3,80,1,1,0,2,1,1,0,0,NA,0.0314193265512586,"Applied Online"
"799",33,1,"Travel_Rarely",1017,"Research & Development",25,3,"Medical",1108,1,"Male",55,2,1,"Research Scientist",2,2313,2993,4,"Yes",20,3,2,80,0,5,0,3,2,2,2,2,NA,0.130857034819201,"Applied Online"
"800",42,0,"Travel_Rarely",469,"Research & Development",2,2,"Medical",1109,4,"Male",35,3,4,"Manager",1,17665,14399,0,"No",17,3,4,80,1,23,3,3,22,6,13,7,NA,NA,NA
"801",28,1,"Travel_Frequently",1009,"Research & Development",1,3,"Medical",1111,1,"Male",45,2,1,"Laboratory Technician",2,2596,7160,1,"No",15,2,1,80,2,1,2,3,1,0,0,0,NA,0.378686421783641,"Applied Online"
"802",50,1,"Travel_Frequently",959,"Sales",1,4,"Other",1113,4,"Male",81,3,2,"Sales Executive",3,4728,17251,3,"Yes",14,3,4,80,0,5,4,3,0,0,0,0,0.0747010783515429,0.360602862434462,"Applied Online"
"803",33,0,"Travel_Frequently",970,"Sales",7,3,"Life Sciences",1114,4,"Female",30,3,2,"Sales Executive",2,4302,13401,0,"No",17,3,3,80,1,4,3,3,3,2,0,2,1.68268109909919,0.258546488359571,"Applied Online"
"804",34,0,"Non-Travel",697,"Research & Development",3,4,"Life Sciences",1115,3,"Male",40,2,1,"Research Scientist",4,2979,22478,3,"No",17,2,4,80,3,6,2,3,0,0,0,0,NA,0.86867670272477,"Search Firm"
"805",48,0,"Non-Travel",1262,"Research & Development",1,4,"Medical",1116,1,"Male",35,4,4,"Manager",4,16885,16154,2,"No",22,3,3,80,0,27,3,2,5,4,2,1,NA,0.771739229792729,"Campus"
"806",45,0,"Non-Travel",1050,"Sales",9,4,"Life Sciences",1117,2,"Female",65,2,2,"Sales Executive",3,5593,17970,1,"No",13,2,4,80,1,15,2,3,15,10,4,12,0.352317827709994,NA,NA
"807",52,0,"Travel_Rarely",994,"Research & Development",7,4,"Life Sciences",1118,2,"Male",87,3,3,"Healthcare Representative",2,10445,15322,7,"No",19,3,4,80,0,18,4,3,8,6,4,0,NA,NA,NA
"808",38,0,"Travel_Rarely",770,"Sales",10,4,"Marketing",1119,3,"Male",73,2,3,"Sales Executive",3,8740,5569,0,"Yes",14,2,2,80,2,9,2,3,8,7,2,7,1.93096531837739,NA,NA
"809",29,0,"Travel_Rarely",1107,"Research & Development",28,4,"Life Sciences",1120,3,"Female",93,3,1,"Research Scientist",4,2514,26968,4,"No",22,3,1,80,1,11,1,3,7,5,1,7,NA,NA,NA
"810",28,0,"Travel_Rarely",950,"Research & Development",3,3,"Medical",1121,4,"Female",93,3,3,"Manufacturing Director",2,7655,8039,0,"No",17,3,2,80,3,10,3,2,9,7,1,7,NA,NA,NA
"811",46,0,"Travel_Rarely",406,"Sales",3,1,"Marketing",1124,1,"Male",52,3,4,"Manager",3,17465,15596,3,"No",12,3,4,80,1,23,3,3,12,9,4,9,0.745237563923806,NA,NA
"812",38,0,"Travel_Rarely",130,"Sales",2,2,"Marketing",1125,4,"Male",32,3,3,"Sales Executive",2,7351,20619,7,"No",16,2,3,80,0,10,2,3,1,0,0,0,0.936424441755827,0.295508939540014,"Applied Online"
"813",43,0,"Travel_Frequently",1082,"Research & Development",27,3,"Life Sciences",1126,3,"Female",83,3,3,"Manufacturing Director",1,10820,11535,8,"No",11,3,3,80,1,18,1,3,8,7,0,1,NA,NA,NA
"814",39,1,"Travel_Frequently",203,"Research & Development",2,3,"Life Sciences",1127,1,"Male",84,3,4,"Healthcare Representative",4,12169,13547,7,"No",11,3,4,80,3,21,4,3,18,7,11,5,NA,NA,NA
"815",40,0,"Travel_Rarely",1308,"Research & Development",14,3,"Medical",1128,3,"Male",44,2,5,"Research Director",3,19626,17544,1,"No",14,3,1,80,0,21,2,4,20,7,4,9,NA,NA,NA
"816",21,0,"Travel_Rarely",984,"Research & Development",1,1,"Technical Degree",1131,4,"Female",70,2,1,"Research Scientist",2,2070,25326,1,"Yes",11,3,3,80,0,2,6,4,2,2,2,2,NA,0.133534939028323,"Applied Online"
"817",39,0,"Non-Travel",439,"Research & Development",9,3,"Life Sciences",1132,3,"Male",70,3,2,"Laboratory Technician",2,6782,8770,9,"No",15,3,3,80,0,9,2,2,5,4,0,3,NA,0.214287575799972,"Applied Online"
"818",36,0,"Non-Travel",217,"Research & Development",18,4,"Life Sciences",1133,1,"Male",78,3,2,"Manufacturing Director",4,7779,23238,2,"No",20,3,1,80,0,18,0,3,11,9,0,9,NA,NA,NA
