AGYTYP,AGYTYPT,AGY,AGYT,AGYSUB,AGYSUBT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAEB,VAEB-DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAGA,"VAGA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR OPERATIONS, SECURITY, AND PREPAREDNESS"
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAGB,VAGB-DEPUTY ASSISTANT SECRETARY FOR SECURITY AND LAW ENFORCEMENT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAGC,VAGC-DEPUTY ASSISTANT SECRETARY FOR EMERGENCY MANAGEMENT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHA,VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHB,VAHB-DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHC,VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHD,VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAJA,VAJA-OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAJB,VAJB-DEPUTY ASSISTANCE SECRETARY FOR INTERGOVERNMENTAL AFFAIRS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAJC,VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAKA,VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAKB,VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VALA,VALA-VETERANS BENEFITS ADMINISTRATION
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAPA,VAPA-NATIONAL CEMETERY ADMINISTRATION
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VATA,VATA-VETERANS HEALTH ADMINISTRATION
2,Large Independent Agencies (1000 or more employees),AM,AM-U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT,AM00,AM00-U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT
2,Large Independent Agencies (1000 or more employees),CU,CU-NATIONAL CREDIT UNION ADMINISTRATION,CU00,CU00-NATIONAL CREDIT UNION ADMINISTRATION
2,Large Independent Agencies (1000 or more employees),EE,EE-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,EE00,EE00-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION
2,Large Independent Agencies (1000 or more employees),EP,EP-ENVIRONMENTAL PROTECTION AGENCY,EP00,EP00-ENVIRONMENTAL PROTECTION AGENCY
2,Large Independent Agencies (1000 or more employees),FC,FC-FEDERAL COMMUNICATIONS COMMISSION,FC00,FC00-FEDERAL COMMUNICATIONS COMMISSION
2,Large Independent Agencies (1000 or more employees),FD,FD-FEDERAL DEPOSIT INSURANCE CORPORATION,FD00,FD00-FEDERAL DEPOSIT INSURANCE CORPORATION
2,Large Independent Agencies (1000 or more employees),FQ,FQ-COURT SERVICES AND OFFENDER SUPERVISION AGENCY FOR THE DISTRICT OF COLUMBIA,FQ01,FQ01-OFFICE OF THE DIRECTOR
2,Large Independent Agencies (1000 or more employees),FQ,FQ-COURT SERVICES AND OFFENDER SUPERVISION AGENCY FOR THE DISTRICT OF COLUMBIA,FQ02,FQ02-PRETRIAL SERVICES AGENCY
2,Large Independent Agencies (1000 or more employees),FR,FR-FEDERAL RESERVE SYSTEM,FRFT,FRFT-BUREAU OF CONSUMER FINANCIAL PROTECTION
2,Large Independent Agencies (1000 or more employees),FT,FT-FEDERAL TRADE COMMISSION,FT00,FT00-FEDERAL TRADE COMMISSION
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS01,GS01-IMMEDIATE OFFICE OF THE ADMINISTRATOR
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS02,GS02-OFFICE OF ADMINISTRATIVE SERVICES
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS03,GS03-PUBLIC BUILDINGS SERVICE
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS04,GS04-OFFICE OF CIVIL RIGHTS
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS10,GS10-OFFICE OF SMALL BUSINESS UTILIZATION
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS11,GS11-OFFICE OF THE CHIEF FINANCIAL OFFICER
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS12,GS12-OFFICE OF GENERAL COUNSEL
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS13,GS13-CIVILIAN BOARD OF CONTRACT APPEALS
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS14,GS14-OFFICE OF THE HUMAN RESOURCES MANAGEMENT
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS15,GS15-OFFICE OF INSPECTOR GENERAL
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS19,GS19-OFFICE OF CITIZEN SERVICES AND INNOVATIVE TECHNOLOGIES
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS20,GS20-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS22,GS22-OFFICES OF THE REGIONAL ADMINISTRATORS
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS26,GS26-OFFICE OF GOVERNMENTWIDE POLICY
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS28,GS28-OFFICE OF GSA IT
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS30,GS30-FEDERAL ACQUISITION SERVICE
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS31,GS31-OFFICE OF MISSION ASSURANCE
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS32,GS32-OFFICE OF COMMUNICATIONS AND MARKETING
2,Large Independent Agencies (1000 or more employees),IB,IB-BROADCASTING BOARD OF GOVERNORS,IB00,IB00-BROADCASTING BOARD OF GOVERNORS
2,Large Independent Agencies (1000 or more employees),LP,LP-GOVERNMENT PRINTING OFFICE,LP00,LP00-GOVERNMENT PRINTING OFFICE
2,Large Independent Agencies (1000 or more employees),NF,NF-NATIONAL SCIENCE FOUNDATION,NF00,NF00-NATIONAL SCIENCE FOUNDATION
2,Large Independent Agencies (1000 or more employees),NL,NL-NATIONAL LABOR RELATIONS BOARD,NL00,NL00-NATIONAL LABOR RELATIONS BOARD
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN10,"NN10-HEADQUARTERS, NASA"
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN21,NN21-AMES RESEARCH CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN22,NN22-JOHN GLENN RESEARCH CENTER AT LEWIS FIELD
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN23,NN23-LANGLEY RESEARCH CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN24,NN24-NEIL A. ARMSTRONG FLIGHT RESEARCH CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN51,NN51-GODDARD SPACE FLIGHT CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN62,NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN64,NN64-JOHN C. STENNIS SPACE CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN72,NN72-LYNDON B. JOHNSON SPACE CENTER
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN76,NN76-JOHN F. KENNEDY SPACE CENTER
2,Large Independent Agencies (1000 or more employees),NQ,NQ-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,NQ00,NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION
2,Large Independent Agencies (1000 or more employees),NU,NU-NUCLEAR REGULATORY COMMISSION,NU00,NU00-NUCLEAR REGULATORY COMMISSION
2,Large Independent Agencies (1000 or more employees),OM,OM-OFFICE OF PERSONNEL MANAGEMENT,OM00,OM00-OFFICE OF PERSONNEL MANAGEMENT
2,Large Independent Agencies (1000 or more employees),PU,PU-PEACE CORPS,PU00,PU00-PEACE CORPS
2,Large Independent Agencies (1000 or more employees),SB,SB-SMALL BUSINESS ADMINISTRATION,SB00,SB00-SMALL BUSINESS ADMINISTRATION
2,Large Independent Agencies (1000 or more employees),SE,SE-SECURITIES AND EXCHANGE COMMISSION,SE00,SE00-SECURITIES AND EXCHANGE COMMISSION
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM01,SM01-NATIONAL GALLERY OF ART
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM02,SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM03,SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES)
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM04,SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS
2,Large Independent Agencies (1000 or more employees),SZ,SZ-SOCIAL SECURITY ADMINISTRATION,SZ00,SZ00-SOCIAL SECURITY ADMINISTRATION
3,Medium Independent Agencies (100-999 employees),AH,AH-NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,AH01,AH01-NATIONAL ENDOWMENT FOR THE ARTS
3,Medium Independent Agencies (100-999 employees),AH,AH-NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,AH02,AH02-NATIONAL ENDOWMENT FOR THE HUMANITIES
3,Medium Independent Agencies (100-999 employees),AH,AH-NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,AH03,AH03-INSTITUTE OF MUSEUM AND LIBRARY SERVICES
3,Medium Independent Agencies (100-999 employees),AU,AU-FEDERAL LABOR RELATIONS AUTHORITY,AU00,AU00-FEDERAL LABOR RELATIONS AUTHORITY
3,Medium Independent Agencies (100-999 employees),BD,BD-MERIT SYSTEMS PROTECTION BOARD,BD00,BD00-MERIT SYSTEMS PROTECTION BOARD
3,Medium Independent Agencies (100-999 employees),BF,BF-DEFENSE NUCLEAR FACILITIES SAFETY BOARD,BF00,BF00-DEFENSE NUCLEAR FACILITIES SAFETY BOARD
3,Medium Independent Agencies (100-999 employees),BG,BG-PENSION BENEFIT GUARANTY CORPORATION,BG00,BG00-PENSION BENEFIT GUARANTY CORPORATION
3,Medium Independent Agencies (100-999 employees),BO,BO-OFFICE OF MANAGEMENT AND BUDGET,BO00,BO00-OFFICE OF MANAGEMENT AND BUDGET
3,Medium Independent Agencies (100-999 employees),CT,CT-COMMODITY FUTURES TRADING COMMISSION,CT00,CT00-COMMODITY FUTURES TRADING COMMISSION
3,Medium Independent Agencies (100-999 employees),EB,EB-EXPORT-IMPORT BANK OF THE UNITED STATES,EB00,EB00-EXPORT-IMPORT BANK OF THE UNITED STATES
3,Medium Independent Agencies (100-999 employees),EC,EC-OFFICE OF ADMINISTRATION,EC00,EC00-OFFICE OF ADMINISTRATION
3,Medium Independent Agencies (100-999 employees),FL,FL-FARM CREDIT ADMINISTRATION,FL00,FL00-FARM CREDIT ADMINISTRATION
3,Medium Independent Agencies (100-999 employees),FM,FM-FEDERAL MEDIATION AND CONCILIATION SERVICE,FM00,FM00-FEDERAL MEDIATION AND CONCILIATION SERVICE
3,Medium Independent Agencies (100-999 employees),FW,FW-OFFICE OF SPECIAL COUNSEL,FW00,FW00-OFFICE OF SPECIAL COUNSEL
3,Medium Independent Agencies (100-999 employees),GB,GB-OVERSEAS PRIVATE INVESTMENT CORPORATION,GB00,GB00-OVERSEAS PRIVATE INVESTMENT CORPORATION
3,Medium Independent Agencies (100-999 employees),GJ,GJ-PRESIDIO TRUST,GJ00,GJ00-PRESIDIO TRUST
3,Medium Independent Agencies (100-999 employees),GW,GW-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,GW00,GW00-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO
3,Medium Independent Agencies (100-999 employees),HD,HD-U.S. HOLOCAUST MEMORIAL MUSEUM,HD00,HD00-U.S. HOLOCAUST MEMORIAL MUSEUM
3,Medium Independent Agencies (100-999 employees),HF,HF-FEDERAL HOUSING FINANCE AGENCY,HFHA,HFHA-FEDERAL HOUSING FINANCE AGENCY
3,Medium Independent Agencies (100-999 employees),HF,HF-FEDERAL HOUSING FINANCE AGENCY,HFHI,HFHI-OFFICE OF INSPECTOR GENERAL
3,Medium Independent Agencies (100-999 employees),JL,JL-JUDICIAL BRANCH,JL03,JL03-U.S. TAX COURT
3,Medium Independent Agencies (100-999 employees),KS,KS-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,KS00,KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE
3,Medium Independent Agencies (100-999 employees),LF,LF-FEDERAL ELECTION COMMISSION,LF00,LF00-FEDERAL ELECTION COMMISSION
3,Medium Independent Agencies (100-999 employees),MC,MC-FEDERAL MARITIME COMMISSION,MC00,MC00-FEDERAL MARITIME COMMISSION
3,Medium Independent Agencies (100-999 employees),MI,MI-MILLENNIUM CHALLENGE CORPORATION,MI00,MI00-MILLENNIUM CHALLENGE CORPORATION
3,Medium Independent Agencies (100-999 employees),RF,RF-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,RF00,RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD
3,Medium Independent Agencies (100-999 employees),RH,RH-ARMED FORCES RETIREMENT HOME,RH00,RH00-ARMED FORCES RETIREMENT HOME
3,Medium Independent Agencies (100-999 employees),RR,RR-RAILROAD RETIREMENT BOARD,RR00,RR00-RAILROAD RETIREMENT BOARD
3,Medium Independent Agencies (100-999 employees),SK,SK-CONSUMER PRODUCT SAFETY COMMISSION,SK00,SK00-CONSUMER PRODUCT SAFETY COMMISSION
3,Medium Independent Agencies (100-999 employees),SS,SS-SELECTIVE SERVICE SYSTEM,SS00,SS00-SELECTIVE SERVICE SYSTEM
3,Medium Independent Agencies (100-999 employees),TB,TB-NATIONAL TRANSPORTATION SAFETY BOARD,TB00,TB00-NATIONAL TRANSPORTATION SAFETY BOARD
3,Medium Independent Agencies (100-999 employees),TC,TC-U.S. INTERNATIONAL TRADE COMMISSION,TC00,TC00-U.S. INTERNATIONAL TRADE COMMISSION
3,Medium Independent Agencies (100-999 employees),TN,TN-OFFICE OF THE U.S. TRADE REPRESENTATIVE,TN00,TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE
4,Small Independent Agencies (less than 100 employees),AA,AA-ADMINISTRATIVE CONFERENCE OF THE UNITED STATES,AA00,AA00-ADMINISTRATIVE CONFERENCE OF THE UNITED STATES
4,Small Independent Agencies (less than 100 employees),AB,AB-AMERICAN BATTLE MONUMENTS COMMISSION,AB**,AB**-UNSPECIFIED
4,Small Independent Agencies (less than 100 employees),AB,AB-AMERICAN BATTLE MONUMENTS COMMISSION,AB00,AB00-AMERICAN BATTLE MONUMENTS COMMISSION
4,Small Independent Agencies (less than 100 employees),AN,AN-AFRICAN DEVELOPMENT FOUNDATION,AN00,AN00-AFRICAN DEVELOPMENT FOUNDATION
4,Small Independent Agencies (less than 100 employees),AP,AP-APPALACHIAN REGIONAL COMMISSION,AP00,AP00-APPALACHIAN REGIONAL COMMISSION
4,Small Independent Agencies (less than 100 employees),AW,AW-ARCTIC RESEARCH COMMISSION,AW00,AW00-ARCTIC RESEARCH COMMISSION
4,Small Independent Agencies (less than 100 employees),BK,BK-JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION,BK00,BK00-JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION
4,Small Independent Agencies (less than 100 employees),BT,BT-ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD,BT00,BT00-ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD
4,Small Independent Agencies (less than 100 employees),BW,BW-NUCLEAR WASTE TECHNICAL REVIEW BOARD,BW00,BW00-NUCLEAR WASTE TECHNICAL REVIEW BOARD
4,Small Independent Agencies (less than 100 employees),BZ,BZ-CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,BZ00,BZ00-CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION
4,Small Independent Agencies (less than 100 employees),CC,CC-COMMISSION ON CIVIL RIGHTS,CC00,CC00-COMMISSION ON CIVIL RIGHTS
4,Small Independent Agencies (less than 100 employees),CE,CE-COUNCIL OF ECONOMIC ADVISERS,CE00,CE00-COUNCIL OF ECONOMIC ADVISERS
4,Small Independent Agencies (less than 100 employees),CF,CF-COMMISSION OF FINE ARTS,CF00,CF00-COMMISSION OF FINE ARTS
4,Small Independent Agencies (less than 100 employees),CX,CX-NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE,CX00,CX00-NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE
4,Small Independent Agencies (less than 100 employees),DB,DB-PUBLIC INTEREST DECLASSIFICATION BOARD,DB00,DB00-PUBLIC INTEREST DECLASSIFICATION BOARD
4,Small Independent Agencies (less than 100 employees),DG,DG-NORTHERN BORDER REGIONAL COMMISSION,DG00,DG00-NORTHERN BORDER REGIONAL COMMISSION
4,Small Independent Agencies (less than 100 employees),DQ,DQ-DENALI COMMISSION,DQ00,DQ00-DENALI COMMISSION
4,Small Independent Agencies (less than 100 employees),EO,EO-MORRIS K. UDALL AND STEWART L. UDALL FOUNDATION,EO00,EO00-MORRIS K. UDALL AND STEWART L. UDALL FOUNDATION
4,Small Independent Agencies (less than 100 employees),EQ,EQ-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY,EQ00,EQ00-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY
4,Small Independent Agencies (less than 100 employees),EW,EW-TRADE AND DEVELOPMENT AGENCY,EW00,EW00-TRADE AND DEVELOPMENT AGENCY
4,Small Independent Agencies (less than 100 employees),FI,FI-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,FI00,FI00-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL
4,Small Independent Agencies (less than 100 employees),FJ,FJ-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,FJ00,FJ00-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD
4,Small Independent Agencies (less than 100 employees),FK,FK-FARM CREDIT SYSTEM INSURANCE CORPORATION,FK00,FK00-FARM CREDIT SYSTEM INSURANCE CORPORATION
4,Small Independent Agencies (less than 100 employees),GE,GE-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,GE00,GE00-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION
4,Small Independent Agencies (less than 100 employees),GG,GG-OFFICE OF GOVERNMENT ETHICS,GG00,GG00-OFFICE OF GOVERNMENT ETHICS
4,Small Independent Agencies (less than 100 employees),GM,GM-VALLES CALDERA TRUST,GM00,GM00-VALLES CALDERA TRUST
4,Small Independent Agencies (less than 100 employees),GO,GO-VIETNAM EDUCATION FOUNDATION,GO00,GO00-VIETNAM EDUCATION FOUNDATION
4,Small Independent Agencies (less than 100 employees),GQ,GQ-ELECTION ASSISTANCE COMMISSION,GQ00,GQ00-ELECTION ASSISTANCE COMMISSION
4,Small Independent Agencies (less than 100 employees),HB,HB-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,HB00,HB00-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED
4,Small Independent Agencies (less than 100 employees),HP,HP-ADVISORY COUNCIL ON HISTORIC PRESERVATION,HP00,HP00-ADVISORY COUNCIL ON HISTORIC PRESERVATION
4,Small Independent Agencies (less than 100 employees),HT,HT-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,HT00,HT00-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION
4,Small Independent Agencies (less than 100 employees),HW,HW-U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,HW00,HW00-U.S. INTERAGENCY COUNCIL ON HOMELESSNESS
4,Small Independent Agencies (less than 100 employees),IF,IF-INTER-AMERICAN FOUNDATION,IF00,IF00-INTER-AMERICAN FOUNDATION
4,Small Independent Agencies (less than 100 employees),IG,IG-COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY,IG00,IG00-COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY
4,Small Independent Agencies (less than 100 employees),MA,MA-MARINE MAMMAL COMMISSION,MA00,MA00-MARINE MAMMAL COMMISSION
4,Small Independent Agencies (less than 100 employees),NK,NK-NATIONAL COUNCIL ON DISABILITY,NK00,NK00-NATIONAL COUNCIL ON DISABILITY
4,Small Independent Agencies (less than 100 employees),NM,NM-NATIONAL MEDIATION BOARD,NM00,NM00-NATIONAL MEDIATION BOARD
4,Small Independent Agencies (less than 100 employees),NP,NP-NATIONAL CAPITAL PLANNING COMMISSION,NP00,NP00-NATIONAL CAPITAL PLANNING COMMISSION
4,Small Independent Agencies (less than 100 employees),NS,NS-NATIONAL SECURITY COUNCIL,NS00,NS00-NATIONAL SECURITY COUNCIL
4,Small Independent Agencies (less than 100 employees),OS,OS-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,OS00,OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION
4,Small Independent Agencies (less than 100 employees),QQ,QQ-OFFICE OF NATIONAL DRUG CONTROL POLICY,QQ00,QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY
4,Small Independent Agencies (less than 100 employees),RE,RE-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,RE00,RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION
4,Small Independent Agencies (less than 100 employees),RO,RO-MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,RO00,RO00-MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION
4,Small Independent Agencies (less than 100 employees),RS,RS-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,RS00,RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION
4,Small Independent Agencies (less than 100 employees),TS,TS-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,TS00,TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY
4,Small Independent Agencies (less than 100 employees),UJ,UJ-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,UJ00,UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION
4,Small Independent Agencies (less than 100 employees),UT,UT-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,UT00,UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION
4,Small Independent Agencies (less than 100 employees),VB,VB-COMMISSION TO ELIMINATE CHILD ABUSE AND NEGLECT FATALITIES,VB00,VB00-COMMISSION TO ELIMINATE CHILD ABUSE AND NEGLECT FATALITIES
4,Small Independent Agencies (less than 100 employees),VD,VD-PRIVACY AND CIVIL LIBERTIES OVERSIGHT BOARD,VD00,VD00-PRIVACY AND CIVIL LIBERTIES OVERSIGHT BOARD
4,Small Independent Agencies (less than 100 employees),WX,WX-WORLD WAR 1 CENTENNIAL COMMISSION,WX00,WX00-WORLD WAR 1 CENTENNIAL COMMISSION
4,Small Independent Agencies (less than 100 employees),ZL,ZL-MEDICARE PAYMENT ADVISORY COMMISSION,ZL00,ZL00-MEDICARE PAYMENT ADVISORY COMMISSION
4,Small Independent Agencies (less than 100 employees),ZP,ZP-U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,ZP00,ZP00-U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM
4,Small Independent Agencies (less than 100 employees),ZS,ZS-UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,ZS00,ZS00-UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION
4,Small Independent Agencies (less than 100 employees),ZU,ZU-DWIGHT D. EISENHOWER MEMORIAL COMMISSION,ZU00,ZU00-DWIGHT D. EISENHOWER MEMORIAL COMMISSION
